,instance_id,input.text,references,predicted_text_0,stats.quasi_exact_match_0,predicted_text_1,stats.quasi_exact_match_1,predicted_text_2,stats.quasi_exact_match_2,predicted_text_3,stats.quasi_exact_match_3,predicted_text_4,stats.quasi_exact_match_4,predicted_text_5,stats.quasi_exact_match_5,predicted_text_6,stats.quasi_exact_match_6,predicted_text_7,stats.quasi_exact_match_7,predicted_text_8,stats.quasi_exact_match_8,predicted_text_9,stats.quasi_exact_match_9,predicted_text_10,stats.quasi_exact_match_10,predicted_text_11,stats.quasi_exact_match_11,predicted_text_12,stats.quasi_exact_match_12,predicted_text_13,stats.quasi_exact_match_13,predicted_text_14,stats.quasi_exact_match_14,predicted_text_15,stats.quasi_exact_match_15,predicted_text_16,stats.quasi_exact_match_16,predicted_text_17,stats.quasi_exact_match_17,predicted_text_18,stats.quasi_exact_match_18,predicted_text_19,stats.quasi_exact_match_19,predicted_text_20,stats.quasi_exact_match_20,predicted_text_21,stats.quasi_exact_match_21,predicted_text_22,stats.quasi_exact_match_22,predicted_text_23,stats.quasi_exact_match_23,predicted_text_24,stats.quasi_exact_match_24,predicted_text_25,stats.quasi_exact_match_25,predicted_text_26,stats.quasi_exact_match_26,predicted_text_27,stats.quasi_exact_match_27,predicted_text_28,stats.quasi_exact_match_28,predicted_text_29,stats.quasi_exact_match_29,std,agreement_level
36,id1301,Question: Consider the country of Cape Verde. Does the country provide for period of residence in a residence-based acquisition?,Yes (correct), Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.0,High
527,id530,"Question: Consider the country of Bulgaria. Does the country provide for acquisition of citizenship by the child of a person who has become a citizen (but the child did not do so at the same time) and, if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, if the child is under the age of 18.",0.0,0.0,High
650,id6197,Question: Consider the country of Vietnam. Does the country provide for period of residence in a residence-based acquisition?,Yes (correct), Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes. ,1.0,Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.0,High
632,id6022,"Question: Consider the country of Uruguay. Does the country provide for a child to acquire citizenship based on birth in the territory if one parent was also born there, irrespective of his/her citizenship, and, if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes. A child automatically acquires citizenship if one parent was also born in Uruguay. The child acquires citizenship on the condition of not being able to retain the,0.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, if either parent was born in Uruguay.",0.0,0.0,High
46,id1403,Question: Consider the country of Cyprus. Does the country provide for period of residence in a residence-based acquisition?,Yes (correct), Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes. ,1.0,Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.0,High
55,id1470,"Question: Consider the country of Germany. Does the country have a safeguard that provides for the grant of citizenship to an otherwise stateless child born in the country, and if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, Germany provides for the grant of citizenship to an otherwise stateless child born in the country, as long as one parent has been legally residing in",0.0,0.0,High
168,id2457,Question: Consider the country of Croatia. Does the country provide for period of residence in a residence-based acquisition?,Yes (correct), Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes. ,1.0,Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.0,High
182,id257,"Question: Consider the country of Australia. Does the country provide for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen and, if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,"Yes, under the condition of marriage or registration of partnership.",0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, Australia provides for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen, under the condition that the spouse or",0.0,0.0,High
158,id2355,Question: Consider the country of Guatemala. Does the country provide for period of residence in a residence-based acquisition?,Yes (correct), Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes. ,1.0,Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.0,High
232,id2933,Question: Consider the country of Kazakhstan. Does the country provide for period of residence in a residence-based acquisition?,Yes (correct), Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes. ,1.0,Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.0,High
756,id7196,"Question: Consider the country of Ecuador. Does the country provide for a citizen to voluntarily renounce his/her citizenship and, if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes. A citizen of Ecuador can voluntarily renounce their citizenship by notifying the Ministry of Foreign Affairs in advance. ,0.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, Ecuador allows citizens to voluntarily renounce citizenship if they:",0.0,0.0,High
212,id2797,Question: Consider the country of Italy. Does the country provide for period of residence in a residence-based acquisition?,Yes (correct), Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes. ,1.0,Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.0,High
457,id4681,"Question: Consider the country of Poland. Does the country provide for extending the acquisition of citizenship to the spouse or registered partner of a person who is acquiring citizenship and, if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, Poland provides for extending the acquisition of citizenship to the spouse or registered partner of a person who is acquiring citizenship, as long as the marriage or",0.0,0.0,High
455,id4675,"Question: Consider the country of Poland. Does the country provide for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen and, if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,"Yes, under the condition of marriage.",0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, Poland provides for acquisition of citizenship by the spouse or registered partner of a person who is already a citizen, under the condition that they have been",0.0,0.0,High
454,id4667,Question: Consider the country of Poland. Does the country provide for period of residence in a residence-based acquisition?,Yes (correct), Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes. ,1.0,Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.0,High
474,id4846,"Question: Consider the country of Romania. Does the country provide for acquisition of citizenship by the child of a person who has become a citizen (but the child did not do so at the same time) and, if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, if the child is under 18 years old and living in Romania.",0.0,0.0,High
414,id4404,"Question: Consider the country of New Zealand. Does the country provide for acquisition of citizenship by the child of a person who has become a citizen (but the child did not do so at the same time) and, if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, if the child is under 16 years old and is living in New Zealand as a resident at the time the parent becomes a citizen.",0.0,0.0,High
432,id4531,Question: Consider the country of Peru. Does the country provide for period of residence in a residence-based acquisition?,Yes (correct), Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes. ,1.0,Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.0,High
435,id4546,"Question: Consider the country of Peru. Does the country provide for extending the acquisition of citizenship to the child of a person who is acquiring citizenship and, if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes. A child under the age of 18 who is a biological child of a citizen applicant is granted citizenship automatically if the applicant is granted citizenship. ,0.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, Peru provides for extending the acquisition of citizenship to the child of a person who is acquiring citizenship, as long as the child is under 18 years",0.0,0.0,High
542,id5427,"Question: Consider the country of Sweden. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a former citizen and, if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, No,1.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, Sweden provides for acquisition of citizenship by the spouse, child or grandchild of a former citizen if the relationship existed at the time the former citizen",0.0,0.18257418583505525,Medium
81,id1722,"Question: Consider the country of Egypt. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a deceased citizen and, if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, No,1.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, Egypt provides for acquisition of citizenship by the spouse, child or grandchild of a deceased citizen if the deceased was Egyptian by origin.",0.0,0.18257418583505525,Medium
194,id2640,"Question: Consider the country of Ireland. Does the country provide for acquisition of citizenship by the spouse, child or grandchild of a deceased citizen and, if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, No,1.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, Ireland provides for acquisition of citizenship by the spouse, child or grandchild of a deceased citizen if the deceased was an Irish citizen at the time",0.0,0.18257418583505525,Medium
297,id3435,"Question: Consider the country of Lesotho. Does the country permit a parent to confer his or her citizenship on a child born in the territory of the country of citizenship and, if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, No,1.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, if at least one parent is a citizen of Lesotho at the time of the child's birth.",0.0,0.18257418583505525,Medium
364,id394,"Question: Consider the country of Belgium. Does the country provide for acquisition of citizenship by the child of a person who has become a citizen (but the child did not do so at the same time) and, if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, No,1.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, if the child is under 18 years old and is living in Belgium.",0.0,0.18257418583505525,Medium
76,id162,"Question: Consider the country of Argentina. Does the country provide for extending the acquisition of citizenship to the child of a person who is acquiring citizenship and, if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,"Yes, under the condition that the child is a minor.",0.0, Yes,0.0, No,1.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, Argentina provides for extending the acquisition of citizenship to the child of a person who is acquiring citizenship, as long as the child is under 18 years",0.0,0.18257418583505525,Medium
606,id5849,"Question: Consider the country of Tuvalu. Does the country permit a parent to confer his or her citizenship on a child born in the territory of the country of citizenship and, if so, under which conditions?",No (correct), Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, No. ,1.0,Yes,0.0,Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0,Yes,0.0, Yes,0.0,Yes,0.0,Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0, Yes,0.0,"Yes, if at least one parent is a citizen of Tuvalu.",0.0,0.18257418583505525,Medium
