,instance_id,input.text,predicted_text_0,stats.exact_match_0,num_words_0,predicted_text_1,stats.exact_match_1,num_words_1,predicted_text_2,stats.exact_match_2,num_words_2,predicted_text_3,stats.exact_match_3,num_words_3,predicted_text_4,stats.exact_match_4,num_words_4,predicted_text_5,stats.exact_match_5,num_words_5,predicted_text_6,stats.exact_match_6,num_words_6,predicted_text_7,stats.exact_match_7,num_words_7,predicted_text_8,stats.exact_match_8,num_words_8,predicted_text_9,stats.exact_match_9,num_words_9,predicted_text_10,stats.exact_match_10,num_words_10,predicted_text_11,stats.exact_match_11,num_words_11,predicted_text_12,stats.exact_match_12,num_words_12,predicted_text_13,stats.exact_match_13,num_words_13,predicted_text_14,stats.exact_match_14,num_words_14,predicted_text_15,stats.exact_match_15,num_words_15,predicted_text_16,stats.exact_match_16,num_words_16,predicted_text_17,stats.exact_match_17,num_words_17,predicted_text_18,stats.exact_match_18,num_words_18,predicted_text_19,stats.exact_match_19,num_words_19,predicted_text_20,stats.exact_match_20,num_words_20,predicted_text_21,stats.exact_match_21,num_words_21,predicted_text_22,stats.exact_match_22,num_words_22,predicted_text_23,stats.exact_match_23,num_words_23,predicted_text_24,stats.exact_match_24,num_words_24,predicted_text_25,stats.exact_match_25,num_words_25,predicted_text_26,stats.exact_match_26,num_words_26,predicted_text_27,stats.exact_match_27,num_words_27,predicted_text_28,stats.exact_match_28,num_words_28,predicted_text_29,stats.exact_match_29,num_words_29,std,agreement_level
37,id31,_______________ is the central node of 802.11 wireless operations.,B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10, B,1.0,10, B,1.0,10, B,1.0,10,B,1.0,10, B,1.0,10, B,1.0,10,B,1.0,10, B,1.0,10, B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10, B,1.0,10, B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10, B,1.0,10, B,1.0,10, B,1.0,10, B,1.0,10,B,1.0,10, A,0.0,10, B,1.0,10, C,0.0,10,0.2537081317024624,High
81,id72,"A sender must not be able to deny sending a message that was sent, is known as",A,1.0,18,A,1.0,18,A,1.0,18,A,1.0,18, A,1.0,18, B,0.0,18, A,1.0,18,A,1.0,18, A,1.0,18, A,1.0,18,A,1.0,18, A,1.0,18, A,1.0,18,A,1.0,18,A,1.0,18,A,1.0,18, A,1.0,18, A,1.0,18,A,1.0,18,A,1.0,18,A,1.0,18,A,1.0,18, A,1.0,18, A,1.0,18, A,1.0,18, A,1.0,18,A,1.0,18, A,1.0,18, A,1.0,18, D,0.0,18,0.2537081317024625,High
62,id55,Which of the following deals with network intrusion detection and real-time traffic analysis?,C,1.0,14,C,1.0,14,C,1.0,14,C,1.0,14, C,1.0,14, C,1.0,14, C,1.0,14,C,1.0,14, C,1.0,14, C,1.0,14,C,1.0,14, D,0.0,14, C,1.0,14,C,1.0,14,C,1.0,14,C,1.0,14, C,1.0,14, C,1.0,14,C,1.0,14,C,1.0,14,C,1.0,14,C,1.0,14, C,1.0,14, C,1.0,14, C,1.0,14, C,1.0,14,C,1.0,14, A,0.0,14, C,1.0,14, C,1.0,14,0.2537081317024625,High
85,id76,How does a buffer overflow on the stack facilitate running attacker-injected code?,A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13, A,1.0,13, B,0.0,13, A,1.0,13,A,1.0,13, A,1.0,13, A,1.0,13,A,1.0,13, B,0.0,13, A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13, A,1.0,13, A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13, A,1.0,13, A,1.0,13, A,1.0,13, A,1.0,13,A,1.0,13, A,1.0,13, A,1.0,13, A,1.0,13,0.2537081317024625,High
39,id33,What is Nmap?,A,1.0,4,A,1.0,4,A,1.0,4,A,1.0,4, A,1.0,4, A,1.0,4, A,1.0,4,A,1.0,4, A,1.0,4, A,1.0,4,A,1.0,4, B,0.0,4, A,1.0,4,A,1.0,4,A,1.0,4,A,1.0,4, D,0.0,4, A,1.0,4,A,1.0,4,A,1.0,4,A,1.0,4,A,1.0,4, A,1.0,4, A,1.0,4, A,1.0,4, A,1.0,4,A,1.0,4, A,1.0,4, A,1.0,4, C,0.0,4,0.30512857662936466,High
64,id57,"When a wireless user authenticates to any AP, both of them go in the course of four-step authentication progression which is called _____________",B,1.0,24,B,1.0,24,B,1.0,24,B,1.0,24, B,1.0,24, B,1.0,24, B,1.0,24,B,1.0,24, B,1.0,24, B,1.0,24,B,1.0,24, C,0.0,24, B,1.0,24,B,1.0,24,B,1.0,24,B,1.0,24, A,0.0,24, B,1.0,24,B,1.0,24,B,1.0,24,B,1.0,24,B,1.0,24, B,1.0,24, B,1.0,24, B,1.0,24, B,1.0,24,B,1.0,24, A,0.0,24, B,1.0,24, B,1.0,24,0.30512857662936466,High
92,id82,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,B,1.0,19,B,1.0,19,B,1.0,19,B,1.0,19, B,1.0,19, B,1.0,19, B,1.0,19,B,1.0,19, B,1.0,19, B,1.0,19,B,1.0,19, C,0.0,19, B,1.0,19,B,1.0,19,B,1.0,19,B,1.0,19, C,0.0,19, B,1.0,19,B,1.0,19,B,1.0,19,B,1.0,19,B,1.0,19, B,1.0,19, B,1.0,19, B,1.0,19, B,1.0,19,B,1.0,19, B,1.0,19, B,1.0,19, A,0.0,19,0.30512857662936466,High
63,id56,The Message condentiality or privacy means that the sender and the receiver expect,B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14, B,1.0,14, B,1.0,14, B,1.0,14,B,1.0,14, B,1.0,14, B,1.0,14,B,1.0,14, A,0.0,14, B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14, A,0.0,14, B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14, B,1.0,14, B,1.0,14, B,1.0,14, B,1.0,14,B,1.0,14, A,0.0,14, B,1.0,14, B,1.0,14,0.30512857662936466,High
101,id90,What is a nop sled,B,1.0,6,B,1.0,6,B,1.0,6,B,1.0,6, B,1.0,6, B,1.0,6, B,1.0,6,B,1.0,6, B,1.0,6, B,1.0,6,B,1.0,6, A,0.0,6, B,1.0,6,B,1.0,6,B,1.0,6,B,1.0,6, D,0.0,6, B,1.0,6,B,1.0,6,B,1.0,6,B,1.0,6,B,1.0,6, B,1.0,6, B,1.0,6, B,1.0,6, B,1.0,6,B,1.0,6, B,1.0,6, B,1.0,6, D,0.0,6,0.30512857662936466,High
3,id102,Why is it that the compiler does not know the absolute address of a local variable?,C,1.0,17,C,1.0,17,C,1.0,17,C,1.0,17, C,1.0,17, C,1.0,17, C,1.0,17,C,1.0,17, C,1.0,17, C,1.0,17,C,1.0,17, A,0.0,17, C,1.0,17,C,1.0,17,C,1.0,17,C,1.0,17, D,0.0,17, C,1.0,17,C,1.0,17,C,1.0,17,C,1.0,17,C,1.0,17, C,1.0,17, C,1.0,17, C,1.0,17, C,1.0,17,C,1.0,17, A,0.0,17, C,1.0,17, C,1.0,17,0.30512857662936466,High
18,id12,A hash function guarantees the integrity of a message. It guarantees that the message has not be,C,1.0,18,C,1.0,18,C,1.0,18,C,1.0,18, C,1.0,18, C,1.0,18, A,0.0,18,C,1.0,18, C,1.0,18, C,1.0,18,C,1.0,18, B,0.0,18, C,1.0,18,C,1.0,18,C,1.0,18,C,1.0,18, C,1.0,18, C,1.0,18,C,1.0,18,C,1.0,18,C,1.0,18,C,1.0,18, C,1.0,18, C,1.0,18, C,1.0,18, C,1.0,18,C,1.0,18, A,0.0,18, C,1.0,18, B,0.0,18,0.34574590364176033,High
69,id61,Which of the following is a Wireless traffic Sniffing tool?,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11, D,1.0,11, B,0.0,11, D,1.0,11,D,1.0,11, D,1.0,11, D,1.0,11,D,1.0,11, A,0.0,11, D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11, D,1.0,11, D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11,D,1.0,11, B,0.0,11, D,1.0,11, A,0.0,11,0.34574590364176033,High
98,id88,What is the difference between a direct leak and a side channel?,C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13, C,1.0,13, C,1.0,13, C,1.0,13,C,1.0,13, C,1.0,13, C,1.0,13,C,1.0,13, A,0.0,13, C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13, D,0.0,13, C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13, C,1.0,13, C,1.0,13, C,1.0,13, C,1.0,13,C,1.0,13, B,0.0,13, C,1.0,13, B,0.0,13,0.3457459036417604,High
100,id9,Which of the following does authentication aim to accomplish?,D,1.0,10,D,1.0,10,D,1.0,10,D,1.0,10, D,1.0,10, B,0.0,10, D,1.0,10,D,1.0,10, D,1.0,10, D,1.0,10,D,1.0,10, D,1.0,10, D,1.0,10,D,1.0,10,D,1.0,10,D,1.0,10, A,0.0,10, D,1.0,10,D,1.0,10,D,1.0,10,D,1.0,10,D,1.0,10, D,1.0,10, D,1.0,10, D,1.0,10, D,1.0,10,D,1.0,10, A,0.0,10, D,1.0,10, C,0.0,10,0.3457459036417604,High
84,id75,A special tool is necessary for entering the network which is _______________ that helps the anonymous internet users to access into the Tor’s network and use various Tor services.,D,1.0,30,D,1.0,30,D,1.0,30,D,1.0,30, D,1.0,30, D,1.0,30, D,1.0,30,D,1.0,30, D,1.0,30, D,1.0,30,D,1.0,30, C,0.0,30, D,1.0,30,D,1.0,30,D,1.0,30,D,1.0,30, B,0.0,30, D,1.0,30,D,1.0,30,D,1.0,30,D,1.0,30,D,1.0,30, D,1.0,30, D,1.0,30, D,1.0,30, D,1.0,30,D,1.0,30, B,0.0,30, D,1.0,30, C,0.0,30,0.3457459036417604,High
78,id7,Why is it that anti-virus scanners would not have found an exploitation of Heartbleed?,D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15, D,1.0,15, D,1.0,15, D,1.0,15,D,1.0,15, D,1.0,15, D,1.0,15,B,0.0,15, D,1.0,15, D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15, A,0.0,15, D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15, D,1.0,15, D,1.0,15, D,1.0,15, D,1.0,15,D,1.0,15, A,0.0,15, D,1.0,15, C,0.0,15,0.3457459036417604,High
66,id59,Which of the following are most vulnerable to injection attacks?,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11,D,1.0,11, D,1.0,11, D,1.0,11,D,1.0,11, C,0.0,11, D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11, B,0.0,11, D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11,D,1.0,11, A,0.0,11, D,1.0,11, C,0.0,11,0.3457459036417604,High
76,id68,A/an ___________ is a program that steals your logins & passwords for instant messaging applications.,A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16, A,1.0,16, A,1.0,16, C,0.0,16,A,1.0,16, A,1.0,16, A,1.0,16,A,1.0,16, A,1.0,16, A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16, B,0.0,16, A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16, A,1.0,16, A,1.0,16, A,1.0,16, A,1.0,16,A,1.0,16, D,0.0,16, A,1.0,16, C,0.0,16,0.3457459036417604,High
2,id101,Which among the following is the least strong security encryption standard?,A,1.0,12,A,1.0,12,A,1.0,12,A,1.0,12, A,1.0,12, C,0.0,12, A,1.0,12,A,1.0,12, A,1.0,12, A,1.0,12,A,1.0,12, A,1.0,12, A,1.0,12,A,1.0,12,A,1.0,12,A,1.0,12, B,0.0,12, A,1.0,12,A,1.0,12,A,1.0,12,A,1.0,12,A,1.0,12, A,1.0,12, A,1.0,12, A,1.0,12, A,1.0,12,A,1.0,12, D,0.0,12, A,1.0,12, B,0.0,12,0.3457459036417604,High
107,id96,A __________ is a sequential segment of the memory location that is allocated for containing some data such as a character string or an array of integers.,D,1.0,28,D,1.0,28,D,1.0,28,D,1.0,28, D,1.0,28, D,1.0,28, D,1.0,28,D,1.0,28, D,1.0,28, D,1.0,28,D,1.0,28, C,0.0,28, D,1.0,28,D,1.0,28,D,1.0,28,D,1.0,28, C,0.0,28, D,1.0,28,D,1.0,28,D,1.0,28,D,1.0,28,D,1.0,28, D,1.0,28, D,1.0,28, D,1.0,28, D,1.0,28,D,1.0,28, A,0.0,28, D,1.0,28, C,0.0,28,0.3457459036417604,High
97,id87,"When the data must arrive at the receiver exactly as they were sent, its called",B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16, B,1.0,16, B,1.0,16, B,1.0,16,B,1.0,16, B,1.0,16, B,1.0,16,B,1.0,16, A,0.0,16, B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16, B,1.0,16, B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16,B,1.0,16, A,0.0,16, B,1.0,16, B,1.0,16, B,1.0,16,B,1.0,16, A,0.0,16, B,1.0,16, D,0.0,16,0.3457459036417604,High
25,id19,"In Message Condentiality, the transmitted message must make sense to only intended",A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13, A,1.0,13, B,0.0,13, A,1.0,13,A,1.0,13, A,1.0,13, A,1.0,13,A,1.0,13, A,1.0,13, A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13, B,0.0,13, A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13, A,1.0,13, A,1.0,13, A,1.0,13, A,1.0,13,A,1.0,13, B,0.0,13, A,1.0,13, B,0.0,13,0.3457459036417604,High
5,id104,Can a stream cipher have perfect secrecy?,A,0.0,8,A,0.0,8,D,1.0,8,D,1.0,8, A,0.0,8, B,0.0,8, B,0.0,8,B,0.0,8, B,0.0,8, A,0.0,8,B,0.0,8, A,0.0,8, A,0.0,8,D,1.0,8,A,0.0,8,B,0.0,8, C,0.0,8, A,0.0,8,A,0.0,8,B,0.0,8,A,0.0,8,A,0.0,8, A,0.0,8, A,0.0,8, A,0.0,8, B,0.0,8,B,0.0,8, B,0.0,8, B,0.0,8, D,1.0,8,0.34574590364176044,High
71,id63,Which of the following is not a block cipher operating mode?,C,1.0,12,C,1.0,12,C,1.0,12,C,1.0,12, C,1.0,12, A,0.0,12, C,1.0,12,C,1.0,12, C,1.0,12, C,1.0,12,A,0.0,12, C,1.0,12, C,1.0,12,C,1.0,12,C,1.0,12,C,1.0,12, A,0.0,12, C,1.0,12,C,1.0,12,C,1.0,12,C,1.0,12,C,1.0,12, C,1.0,12, C,1.0,12, C,1.0,12, C,1.0,12,C,1.0,12, D,0.0,12, C,1.0,12, C,1.0,12,0.34574590364176044,High
55,id49,Failed sessions allow brute-force attacks on access credentials. This type of attacks are done in which layer of the OSI model?,D,0.0,22,C,1.0,22,C,1.0,22,C,1.0,22, C,1.0,22, C,1.0,22, C,1.0,22,B,0.0,22, C,1.0,22, C,1.0,22,C,1.0,22, A,0.0,22, C,1.0,22,C,1.0,22,C,1.0,22,C,1.0,22, C,1.0,22, C,1.0,22,C,1.0,22,C,1.0,22,C,1.0,22,C,1.0,22, C,1.0,22, C,1.0,22, C,1.0,22, B,0.0,22,C,1.0,22, C,1.0,22, C,1.0,22, C,1.0,22,0.3457459036417605,High
30,id24,"Why apps developed in languages like C, C++ is prone to Buffer-overflow?",A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13, A,1.0,13, A,1.0,13, B,0.0,13,A,1.0,13, A,1.0,13, A,1.0,13,A,1.0,13, C,0.0,13, A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13, C,0.0,13, A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13, A,1.0,13, A,1.0,13, A,1.0,13, A,1.0,13,A,1.0,13, A,1.0,13, A,1.0,13, C,0.0,13,0.3457459036417605,High
106,id95,"___________________ is alike as that of Access Point (AP) from 802.11, & the mobile operators uses it for offering signal coverage.",C,1.0,22,C,1.0,22,C,1.0,22,C,1.0,22, C,1.0,22, B,0.0,22, C,1.0,22,C,1.0,22, C,1.0,22, C,1.0,22,C,1.0,22, B,0.0,22, C,1.0,22,C,1.0,22,C,1.0,22,C,1.0,22, D,0.0,22, C,1.0,22,C,1.0,22,C,1.0,22,C,1.0,22,C,1.0,22, C,1.0,22, C,1.0,22, C,1.0,22, C,1.0,22,C,1.0,22, B,0.0,22, C,1.0,22, C,1.0,22,0.3457459036417605,High
104,id93,"In a _____________ attack, the extra data that holds some specific instructions in the memory for actions is projected by a cyber-criminal or penetration tester to crack the system.",C,1.0,30,C,1.0,30,C,1.0,30,C,1.0,30, C,1.0,30, B,0.0,30, C,1.0,30,C,1.0,30, C,1.0,30, C,1.0,30,C,1.0,30, D,0.0,30, C,1.0,30,C,1.0,30,C,1.0,30,C,1.0,30, A,0.0,30, C,1.0,30,C,1.0,30,C,1.0,30,C,1.0,30,C,1.0,30, C,1.0,30, C,1.0,30, C,1.0,30, C,1.0,30,C,1.0,30, A,0.0,30, C,1.0,30, C,1.0,30,0.3457459036417605,High
31,id25,Man in the middle attack can endanger the security of Diffie Hellman method if two parties are not,B,1.0,19,B,1.0,19,B,1.0,19,B,1.0,19, B,1.0,19, B,1.0,19, B,1.0,19,B,1.0,19, B,1.0,19, B,1.0,19,A,0.0,19, A,0.0,19, B,1.0,19,B,1.0,19,B,1.0,19,B,1.0,19, D,0.0,19, B,1.0,19,B,1.0,19,B,1.0,19,B,1.0,19,B,1.0,19, B,1.0,19, B,1.0,19, B,1.0,19, B,1.0,19,B,1.0,19, A,0.0,19, B,1.0,19, B,1.0,19,0.3457459036417605,High
93,id83,Which of the following are benefits of penetration testing?,A,1.0,10,A,1.0,10,A,1.0,10,A,1.0,10, A,1.0,10, B,0.0,10, A,1.0,10,A,1.0,10, A,1.0,10, A,1.0,10,A,1.0,10, C,0.0,10, A,1.0,10,A,1.0,10,A,1.0,10,A,1.0,10, B,0.0,10, B,0.0,10,A,1.0,10,A,1.0,10,A,1.0,10,A,1.0,10, A,1.0,10, A,1.0,10, A,1.0,10, A,1.0,10,A,1.0,10, A,1.0,10, A,1.0,10, A,1.0,10,0.3457459036417605,High
74,id66,Applications developed by programming languages like ____ and ______ have this common buffer-overflow error.,C,1.0,15,C,1.0,15,C,1.0,15,C,1.0,15, C,1.0,15, B,0.0,15, A,0.0,15,C,1.0,15, C,1.0,15, C,1.0,15,C,1.0,15, B,0.0,15, C,1.0,15,C,1.0,15,C,1.0,15,C,1.0,15, C,1.0,15, C,1.0,15,C,1.0,15,C,1.0,15,C,1.0,15,C,1.0,15, C,1.0,15, C,1.0,15, C,1.0,15, C,1.0,15,C,1.0,15, B,0.0,15, C,1.0,15, C,1.0,15,0.3457459036417605,High
29,id23,____________ is also a part of darknet that is employed for transferring files anonymously.,A,1.0,15,A,1.0,15,A,1.0,15,A,1.0,15, A,1.0,15, B,0.0,15, A,1.0,15,A,1.0,15, A,1.0,15, A,1.0,15,A,1.0,15, C,0.0,15, A,1.0,15,A,1.0,15,A,1.0,15,A,1.0,15, B,0.0,15, A,1.0,15,A,1.0,15,A,1.0,15,A,1.0,15,A,1.0,15, A,1.0,15, A,1.0,15, A,1.0,15, A,1.0,15,A,1.0,15, B,0.0,15, A,1.0,15, A,1.0,15,0.3457459036417605,High
27,id21,______________ is a widespread app’s coding mistake made by developers which could be exploited by an attacker for gaining access or malfunctioning your system.,B,1.0,25,B,1.0,25,B,1.0,25,B,1.0,25, B,1.0,25, B,1.0,25, B,1.0,25,B,1.0,25, B,1.0,25, B,1.0,25,B,1.0,25, D,0.0,25, A,0.0,25,B,1.0,25,B,1.0,25,B,1.0,25, D,0.0,25, B,1.0,25,B,1.0,25,B,1.0,25,B,1.0,25,B,1.0,25, B,1.0,25, B,1.0,25, B,1.0,25, B,1.0,25,B,1.0,25, B,1.0,25, B,1.0,25, A,0.0,25,0.3457459036417605,High
