,instance_id,input.text,references,predicted_text_0,stats.exact_match_0,predicted_text_1,stats.exact_match_1,predicted_text_2,stats.exact_match_2,predicted_text_3,stats.exact_match_3,predicted_text_4,stats.exact_match_4,predicted_text_5,stats.exact_match_5,predicted_text_6,stats.exact_match_6,predicted_text_7,stats.exact_match_7,predicted_text_8,stats.exact_match_8,predicted_text_9,stats.exact_match_9,predicted_text_10,stats.exact_match_10,predicted_text_11,stats.exact_match_11,predicted_text_12,stats.exact_match_12,predicted_text_13,stats.exact_match_13,predicted_text_14,stats.exact_match_14,predicted_text_15,stats.exact_match_15,predicted_text_16,stats.exact_match_16,predicted_text_17,stats.exact_match_17,predicted_text_18,stats.exact_match_18,predicted_text_19,stats.exact_match_19,predicted_text_20,stats.exact_match_20,predicted_text_21,stats.exact_match_21,predicted_text_22,stats.exact_match_22,predicted_text_23,stats.exact_match_23,predicted_text_24,stats.exact_match_24,predicted_text_25,stats.exact_match_25,predicted_text_26,stats.exact_match_26,predicted_text_27,stats.exact_match_27,predicted_text_28,stats.exact_match_28,predicted_text_29,stats.exact_match_29,std,agreement_level
84,id61,"An ARMA(p,q) (p, q are integers bigger than zero) model will have",An acf and pacf that both decline geometrically (correct)SALILSPLITCHECKAn acf that declines geometrically and a pacf that is zero after p lagsSALILSPLITCHECKAn acf that declines geometrically and a pacf that is zero after q lagsSALILSPLITCHECKAn acf that is zero after p lags and a pacf that is zero after q lags, A,1.0,B,0.0, B,0.0,D,0.0,D,0.0, D,0.0,C,0.0, D,0.0, D,0.0, D,0.0, B,0.0,B,0.0, B,0.0,C,0.0, A,1.0,D,0.0,B,0.0,D,0.0, C,0.0,B,0.0,D,0.0,D,0.0, C,0.0, B,0.0, C,0.0,B,0.0,B,0.0, C,0.0, D,0.0, B,0.0,0.2537081317024625,Medium
44,id23,A parsimonious model is one that,Includes too many variables (correct)SALILSPLITCHECKIncludes as few variables as possible to explain the dataSALILSPLITCHECKIs a well-specified modelSALILSPLITCHECKIs a mis-specified model, A,1.0,B,0.0, A,1.0,B,0.0,B,0.0, B,0.0,B,0.0, B,0.0, B,0.0, B,0.0, E,0.0,B,0.0, B,0.0,B,0.0, B,0.0,B,0.0,B,0.0,B,0.0, B,0.0,B,0.0,B,0.0,B,0.0, B,0.0, B,0.0, B,0.0,B,0.0,B,0.0, B,0.0, B,0.0, B,0.0,0.2537081317024625,Medium
58,id37,"Which of the following is an equivalent expression for saying that the explanatory variable is ""non-stochastic""?",The explanatory variable is partly randomSALILSPLITCHECKThe explanatory variable is fixed in repeated samples (correct)SALILSPLITCHECKThe explanatory variable is correlated with the errorsSALILSPLITCHECKThe explanatory variable always has a value of one, A,0.0,D,0.0, B,1.0,B,1.0,B,1.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, C,0.0,B,1.0, B,1.0,B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0,0.30512857662936443,Low
2,id101,"Consider the following AR(2) process:

yt = 1.5 yt-1 - 0.5 yt-2 + ut

This is a",Stationary processSALILSPLITCHECKUnit root process (correct)SALILSPLITCHECKExplosive processSALILSPLITCHECKStationary and unit root process, A,0.0,A,0.0, B,1.0,C,0.0,A,0.0, B,1.0,A,0.0, D,0.0, C,0.0, C,0.0, C,0.0,A,0.0, A,0.0,A,0.0, C,0.0,A,0.0,A,0.0,A,0.0, D,0.0,A,0.0,A,0.0,B,1.0, A,0.0, A,0.0, D,0.0,A,0.0,A,0.0, A,0.0, A,0.0, A,0.0,0.3051285766293646,Low
45,id24,Which of the following is NOT a feature of continuously compounded returns (i.e. log-returns)?,They can be interpreted as continuously compounded changes in the pricesSALILSPLITCHECKThey can be added over time to give returns for longer time periodsSALILSPLITCHECKThey can be added across a portfolio of assets to give portfolio returns (correct)SALILSPLITCHECKThey are usually fat-tailed, B,0.0,D,0.0, C,1.0,D,0.0,B,0.0, D,0.0,D,0.0, D,0.0, D,0.0, D,0.0, D,0.0,D,0.0, D,0.0,D,0.0, A,0.0,D,0.0,C,1.0,D,0.0, D,0.0,C,1.0,D,0.0,D,0.0, D,0.0, D,0.0, D,0.0,D,0.0,D,0.0, D,0.0, D,0.0, D,0.0,0.3051285766293646,Low
0,id10,"Consider the following MA(3) process

yt = μ + Εt + θ1Εt-1 + θ2Εt-2 + θ3Εt-3 , where σt is a zero mean white noise process with variance σ2.

Which of the following statements are true?

i) The process yt has zero mean

ii) The autocorrelation function will have a zero value at lag 5

iii) The process yt has variance σ2

iv) The autocorrelation function will have a value of one at lag 0","(ii) and (iv) only (correct)SALILSPLITCHECK(i) and (iii) onlySALILSPLITCHECK(i), (ii), and (iii) onlySALILSPLITCHECK(i), (ii), (iii), and (iv)", C,0.0,C,0.0, A,1.0,B,0.0,B,0.0, C,0.0,B,0.0, D,0.0, D,0.0, D,0.0, C,0.0,C,0.0, B,0.0,D,0.0, C,0.0,D,0.0,D,0.0,B,0.0, D,0.0,A,1.0,C,0.0,D,0.0, B,0.0, D,0.0, D,0.0,D,0.0,A,1.0, C,0.0, C,0.0, D,0.0,0.30512857662936466,Low
71,id5,Suppose that a test that the true value of the intercept coefficient is zero results in non-rejection. What would be the appropriate conclusion?,Drop the intercept and re-run the regressionSALILSPLITCHECKRetain the intercept (correct)SALILSPLITCHECKRe-compute the test statisticSALILSPLITCHECKThe regression line is running exactly through the origin, C,0.0,B,1.0, B,1.0,B,1.0,B,1.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, B,1.0,B,1.0, C,0.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0,B,1.0,B,1.0, A,0.0, B,1.0, B,1.0,0.30512857662936466,Low
61,id40,What will be the properties of the OLS estimator in the presence of multicollinearity?,"It will be consistent, unbiased and efficient (correct)SALILSPLITCHECKIt will be consistent and unbiased but not efficientSALILSPLITCHECKIt will be consistent but not unbiasedSALILSPLITCHECKIt will not be consistent", A,1.0,B,0.0, A,1.0,B,0.0,B,0.0, B,0.0,B,0.0, B,0.0, B,0.0, B,0.0, D,0.0,B,0.0, B,0.0,B,0.0, C,0.0,B,0.0,B,0.0,B,0.0, B,0.0,B,0.0,B,0.0,B,0.0, B,0.0, B,0.0, B,0.0,B,0.0,B,0.0, A,1.0, B,0.0, B,0.0,0.30512857662936466,Low
22,id12,Near multicollinearity occurs when,Two or more explanatory variables are perfectly correlated with one anotherSALILSPLITCHECKThe explanatory variables are highly correlated with the error termSALILSPLITCHECKThe explanatory variables are highly correlated with the dependent variableSALILSPLITCHECKTwo or more explanatory variables are highly correlated with one another (correct), D,1.0,D,1.0, B,0.0,D,1.0,D,1.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, D,1.0,D,1.0, B,0.0,D,1.0,D,1.0,D,1.0, D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,D,1.0, B,0.0, D,1.0, D,1.0,0.30512857662936466,Low
70,id49,Including relevant lagged values of the dependent variable on the right hand side of a regression equation could lead to which one of the following?,Biased but consistent coefficient estimates (correct)SALILSPLITCHECKBiased and inconsistent coefficient estimatesSALILSPLITCHECKUnbiased but inconsistent coefficient estimatesSALILSPLITCHECKUnbiased and consistent but inefficient coefficient estimates., C,0.0,B,0.0, B,0.0,D,0.0,D,0.0, C,0.0,D,0.0, D,0.0, D,0.0, D,0.0, C,0.0,A,1.0, D,0.0,C,0.0, D,0.0,D,0.0,D,0.0,D,0.0, D,0.0,D,0.0,A,1.0,D,0.0, D,0.0, D,0.0, A,1.0,D,0.0,A,1.0, D,0.0, D,0.0, D,0.0,0.3457459036417604,Low
75,id53,"Which of the following statements are true concerning information criteria?

(i) Adjusted R-squared is an information criterion

(ii) If the residual sum of squares falls when an additional term is added, the value of the information criterion will fall

(iii) Akaike's information criterion always leads to model orders that are at least as large as those of Schwarz's information criterion

(iv) Akaike's information criterion is consistent","(ii) and (iv) onlySALILSPLITCHECK(i) and (iii) only (correct)SALILSPLITCHECK(i), (ii), and (iii) onlySALILSPLITCHECK(i), (ii), (iii), and (iv)", C,0.0,D,0.0, D,0.0,A,0.0,A,0.0, C,0.0,B,1.0, D,0.0, C,0.0, C,0.0, D,0.0,C,0.0, A,0.0,D,0.0, B,1.0,C,0.0,D,0.0,A,0.0, D,0.0,A,0.0,C,0.0,D,0.0, B,1.0, A,0.0, D,0.0,A,0.0,B,1.0, D,0.0, D,0.0, A,0.0,0.3457459036417604,Low
78,id56,"If a series, y, follows a random walk with drift b, what is the optimal one-step ahead forecast of the change in y?",The current value of ySALILSPLITCHECKZeroSALILSPLITCHECKOneSALILSPLITCHECKThe average value of the change in y over the in-sample period (correct), C,0.0,B,0.0, B,0.0,B,0.0,B,0.0, D,1.0,B,0.0, D,1.0, B,0.0, B,0.0, C,0.0,B,0.0, B,0.0,B,0.0, C,0.0,B,0.0,B,0.0,B,0.0, A,0.0,B,0.0,A,0.0,D,1.0, B,0.0, B,0.0, B,0.0,B,0.0,B,0.0, D,1.0, B,0.0, B,0.0,0.3457459036417604,Low
102,id78,Which of the following is a typical characteristic of financial asset return time-series?,Their distributions are thin-tailedSALILSPLITCHECKThey are not weakly stationarySALILSPLITCHECKThey are highly autocorrelatedSALILSPLITCHECKThey have no trend (correct), A,0.0,A,0.0, B,0.0,B,0.0,B,0.0, C,0.0,C,0.0, C,0.0, D,1.0, D,1.0, C,0.0,C,0.0, C,0.0,C,0.0, C,0.0,C,0.0,B,0.0,B,0.0, C,0.0,B,0.0,C,0.0,C,0.0, C,0.0, B,0.0, A,0.0,D,1.0,B,0.0, B,0.0, C,0.0, D,1.0,0.3457459036417604,Low
125,id99,"Suppose that we are interested in testing the null hypothesis that a GARCH(2,2) model can be restricted to a process with a constant conditional variance using the likelihood ratio test approach. Which of the following statements are true?","The test statistic will follow a chi-squared distribution with 2 degrees of freedom under the null hypothesisSALILSPLITCHECKThe value of the log-likelihood function will almost always be bigger for the restricted model than for the unrestricted modelSALILSPLITCHECKIf the relevant values of the log-likelihood functions are -112.3 and -118.4, the value of the test statistic is 12.2 (correct)SALILSPLITCHECKThe likelihood ratio test compares the slopes of the log-likelihood function at the maximum and at the restricted parameter value.", B,0.0,A,0.0, A,0.0,A,0.0,A,0.0, D,0.0,A,0.0, A,0.0, A,0.0, A,0.0, A,0.0,A,0.0, A,0.0,A,0.0, C,1.0,A,0.0,C,1.0,A,0.0, D,0.0,A,0.0,A,0.0,A,0.0, A,0.0, C,1.0, A,0.0,C,1.0,A,0.0, B,0.0, A,0.0, A,0.0,0.3457459036417604,Low
97,id73,"Consider the OLS estimator for the standard error of the slope coefficient. Which of the following statement(s) is (are) true?

(i) The standard error will be positively related to the residual variance

(ii) The standard error will be negatively related to the dispersion of the observations on the explanatory variable about their mean value

(iii) The standard error will be negatively related to the sample size

(iv) The standard error gives a measure of the precision of the coefficient estimate.","(ii) and (iv) onlySALILSPLITCHECK(i) and (iii) onlySALILSPLITCHECK(i), (ii), and (iii) onlySALILSPLITCHECK(i), (ii), (iii), and (iv) (correct)", C,0.0,D,1.0, D,1.0,D,1.0,D,1.0, C,0.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, D,1.0,D,1.0, C,0.0,D,1.0,D,1.0,D,1.0, D,1.0,D,1.0,C,0.0,D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0,0.34574590364176044,Low
53,id32,"Which of the following statements are true concerning a comparison between ARCH(q) and GARCH(1,1) models?

i) The ARCH(q) model is likely to be the more parsimonious


ii) The ARCH(q) model is the more likely to violate non-negativity constraints


iii) The ARCH(q) model can allow for an infinite number of previous lags of squared

returns to affect the current conditional variance


iv) The GARCH(1,1) model will usually be sufficient to capture all of the dependence

in the conditional variance","(ii) and (iv) only (correct)SALILSPLITCHECK(i) and (iii) onlySALILSPLITCHECK(i), (ii), and (iii) onlySALILSPLITCHECK(i), (ii), (iii), and (iv)", C,0.0,D,0.0, D,0.0,A,1.0,A,1.0, C,0.0,B,0.0, D,0.0, B,0.0, B,0.0, C,0.0,C,0.0, B,0.0,D,0.0, C,0.0,B,0.0,D,0.0,A,1.0, D,0.0,B,0.0,C,0.0,D,0.0, B,0.0, B,0.0, D,0.0,B,0.0,A,1.0, D,0.0, C,0.0, C,0.0,0.34574590364176044,Low
42,id21,Which of the following statements concerning the regression population and sample is FALSE?,"The population is the total collection of all items of interestSALILSPLITCHECKThe population can be infiniteSALILSPLITCHECKIn theory, the sample could be larger than the population (correct)SALILSPLITCHECKA random sample is one where each individual item from the population is equally likely to be drawn.", C,1.0,C,1.0, A,0.0,C,1.0,C,1.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, C,1.0,C,1.0, D,0.0,C,1.0,C,1.0,C,1.0, C,1.0,C,1.0,C,1.0,D,0.0, C,1.0, C,1.0, C,1.0,C,1.0,C,1.0, B,0.0, C,1.0, C,1.0,0.34574590364176044,Low
76,id54,"The ""within transform"" involves",Taking the average values of the variablesSALILSPLITCHECKSubtracting the mean of each entity away from each observation on that entity (correct)SALILSPLITCHECKEstimating a panel data model using least squares dummy variablesSALILSPLITCHECKUsing both time dummies and cross-sectional dummies in a fixed effects panel model, C,0.0,B,1.0, B,1.0,B,1.0,B,1.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, A,0.0,B,1.0, B,1.0,B,1.0, D,0.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0,B,1.0,B,1.0, B,1.0, D,0.0, B,1.0,0.3457459036417605,Low
64,id43,The order condition is,A necessary and sufficient condition for identificationSALILSPLITCHECKA necessary but not sufficient condition for identification (correct)SALILSPLITCHECKA sufficient but not necessary condition for identificationSALILSPLITCHECKA condition that is nether necessary nor sufficient for identification, C,0.0,B,1.0, A,0.0,B,1.0,B,1.0, B,1.0,B,1.0, D,0.0, B,1.0, B,1.0, B,1.0,B,1.0, B,1.0,B,1.0, C,0.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0,0.3457459036417605,Low
117,id91,Which of the following statements is TRUE concerning OLS estimation?,OLS minimises the sum of the vertical distances from the points to the lineSALILSPLITCHECKOLS minimises the sum of the squares of the vertical distances from the points to the line (correct)SALILSPLITCHECKOLS minimises the sum of the horizontal distances from the points to the lineSALILSPLITCHECKOLS minimises the sum of the squares of the horizontal distances from the points to the line., C,0.0,B,1.0, A,0.0,B,1.0,B,1.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, D,0.0,B,1.0, B,1.0,B,1.0, C,0.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0,0.3457459036417605,Low
38,id17,Which one of the following is the most appropriate definition of a 99% confidence interval?,"99% of the time in repeated samples, the interval would contain the true value of the parameter (correct)SALILSPLITCHECK99% of the time in repeated samples, the interval would contain the estimated value of the parameterSALILSPLITCHECK99% of the time in repeated samples, the null hypothesis will be rejectedSALILSPLITCHECK99% of the time in repeated samples, the null hypothesis will not be rejected when it was false", A,1.0,B,0.0, B,0.0,A,1.0,A,1.0, A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, B,0.0,A,1.0, A,1.0,A,1.0, A,1.0,A,1.0,A,1.0,A,1.0, A,1.0,A,1.0,A,1.0,B,0.0, A,1.0, A,1.0, A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0,0.3457459036417605,Low
4,id103,The residual from a standard regression model is defined as,"The difference between the actual value, y, and the mean, y-barSALILSPLITCHECKThe difference between the fitted value, y-hat, and the mean, y-barSALILSPLITCHECKThe difference between the actual value, y, and the fitted value, y-hat (correct)SALILSPLITCHECKThe square of the difference between the fitted value, y-hat, and the mean, y-bar", A,0.0,B,0.0, B,0.0,C,1.0,C,1.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, C,1.0,C,1.0, B,0.0,C,1.0,C,1.0,C,1.0, C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0,0.34574590364176055,Low
54,id33,"Which of the following statements are true concerning a triangular or recursive system?

i) The parameters can be validly estimated using separate applications of OLS to

each equation


ii) The independent variables may be correlated with the error terms in other

equations


iii) An application of 2SLS would lead to unbiased but inefficient parameter estimates


iv) The independent variables may be correlated with the error terms in the equations

in which they appear as independent variables","(ii) and (iv) onlySALILSPLITCHECK(i) and (iii) onlySALILSPLITCHECK(i), (ii), and (iii) only (correct)SALILSPLITCHECK(i), (ii), (iii), and (iv)", D,0.0,C,1.0, D,0.0,B,0.0,B,0.0, C,1.0,D,0.0, D,0.0, B,0.0, B,0.0, C,1.0,C,1.0, A,0.0,D,0.0, D,0.0,A,0.0,D,0.0,B,0.0, D,0.0,B,0.0,C,1.0,D,0.0, D,0.0, B,0.0, D,0.0,D,0.0,B,0.0, D,0.0, D,0.0, B,0.0,0.3790490217894516,Low
67,id46,Which of the following statements is true concerning the population regression function (PRF) and sample regression function (SRF)?,The PRF is the estimated modelSALILSPLITCHECKThe PRF is used to infer likely values of the SRFSALILSPLITCHECKWhether the model is good can be determined by comparing the SRF and the PRFSALILSPLITCHECKThe PRF is a description of the process thought to be generating the data. (correct), C,0.0,D,1.0, A,0.0,D,1.0,D,1.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, A,0.0,D,1.0, D,1.0,D,1.0, B,0.0,D,1.0,D,1.0,D,1.0, D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,D,1.0, C,0.0, D,1.0, D,1.0,0.3790490217894516,Low
104,id8,"An ""ex ante"" forecasting model is one which",Includes only contemporaneous values of variables on the RHSSALILSPLITCHECKIncludes only contemporaneous and previous values of variables on the RHSSALILSPLITCHECKIncludes only previous values of variables on the RHS (correct)SALILSPLITCHECKIncludes only contemporaneous values of exogenous variables on the RHS, B,0.0,B,0.0, A,0.0,B,0.0,B,0.0, B,0.0,B,0.0, B,0.0, C,1.0, C,1.0, A,0.0,A,0.0, B,0.0,B,0.0, D,0.0,A,0.0,C,1.0,B,0.0, A,0.0,C,1.0,B,0.0,B,0.0, B,0.0, B,0.0, B,0.0,D,0.0,C,1.0, B,0.0, B,0.0, A,0.0,0.3790490217894516,Low
