,instance_id,input.text,predicted_text_0,stats.exact_match_0,num_words_0,predicted_text_1,stats.exact_match_1,num_words_1,predicted_text_2,stats.exact_match_2,num_words_2,predicted_text_3,stats.exact_match_3,num_words_3,predicted_text_4,stats.exact_match_4,num_words_4,predicted_text_5,stats.exact_match_5,num_words_5,predicted_text_6,stats.exact_match_6,num_words_6,predicted_text_7,stats.exact_match_7,num_words_7,predicted_text_8,stats.exact_match_8,num_words_8,predicted_text_9,stats.exact_match_9,num_words_9,predicted_text_10,stats.exact_match_10,num_words_10,predicted_text_11,stats.exact_match_11,num_words_11,predicted_text_12,stats.exact_match_12,num_words_12,predicted_text_13,stats.exact_match_13,num_words_13,predicted_text_14,stats.exact_match_14,num_words_14,predicted_text_15,stats.exact_match_15,num_words_15,predicted_text_16,stats.exact_match_16,num_words_16,predicted_text_17,stats.exact_match_17,num_words_17,predicted_text_18,stats.exact_match_18,num_words_18,predicted_text_19,stats.exact_match_19,num_words_19,predicted_text_20,stats.exact_match_20,num_words_20,predicted_text_21,stats.exact_match_21,num_words_21,predicted_text_22,stats.exact_match_22,num_words_22,predicted_text_23,stats.exact_match_23,num_words_23,predicted_text_24,stats.exact_match_24,num_words_24,predicted_text_25,stats.exact_match_25,num_words_25,predicted_text_26,stats.exact_match_26,num_words_26,predicted_text_27,stats.exact_match_27,num_words_27,predicted_text_28,stats.exact_match_28,num_words_28,predicted_text_29,stats.exact_match_29,num_words_29,std,agreement_level
64,id6,The 13C spectrum of which isomer of C6H14 has lines with three distinct chemical shifts?,B,0.0,16,D,0.0,16,C,0.0,16, C,0.0,16,B,0.0,16, D,0.0,16,C,0.0,16, C,0.0,16,D,0.0,16, D,0.0,16,B,0.0,16,C,0.0,16, B,0.0,16, B,0.0,16, B,0.0,16, C,0.0,16, D,0.0,16, D,0.0,16,D,0.0,16, A,1.0,16,D,0.0,16,D,0.0,16, A,1.0,16,C,0.0,16,C,0.0,16, D,0.0,16, C,0.0,16,B,0.0,16, C,0.0,16, D,0.0,16,0.2537081317024625,High
66,id61,Which of the following experimental observations were explained by Planck’s quantum theory?,A,1.0,13,A,1.0,13,A,1.0,13, A,1.0,13,A,1.0,13, C,0.0,13,A,1.0,13, A,1.0,13,A,1.0,13, A,1.0,13,A,1.0,13,A,1.0,13, A,1.0,13, A,1.0,13, A,1.0,13, B,0.0,13, A,1.0,13, A,1.0,13,A,1.0,13, A,1.0,13,A,1.0,13,A,1.0,13, A,1.0,13,A,1.0,13,A,1.0,13, A,1.0,13, A,1.0,13,A,1.0,13, A,1.0,13, A,1.0,13,0.2537081317024625,High
6,id105,Nitronyl nitroxides are stable radicals in which the unpaired electron is coupled to two equivalent nitrogen nuclei. How many lines will appear in the EPR spectrum of a solution of a rigid nitronyl nitroxide diradical with J >> a?,B,0.0,40,B,0.0,40,B,0.0,40, B,0.0,40,B,0.0,40, D,1.0,40,A,0.0,40, C,0.0,40,A,0.0,40, B,0.0,40,B,0.0,40,B,0.0,40, B,0.0,40, B,0.0,40, B,0.0,40, C,0.0,40, A,0.0,40, B,0.0,40,B,0.0,40, B,0.0,40,B,0.0,40,D,1.0,40, B,0.0,40,B,0.0,40,C,0.0,40, B,0.0,40, B,0.0,40,A,0.0,40, B,0.0,40, B,0.0,40,0.2537081317024625,High
77,id71,A molecule has a rotational correlation time of 1 ns. At what magnetic field would protons in this molecule have the fastest spin-lattice relaxation? [Use eqns 5.3 and 5.4.],The,0.0,30,B,0.0,30,C,0.0,30, B,0.0,30,B,0.0,30, D,0.0,30,B,0.0,30, B,0.0,30,A,1.0,30, B,0.0,30,A,1.0,30,B,0.0,30, B,0.0,30, B,0.0,30, B,0.0,30, C,0.0,30, B,0.0,30, B,0.0,30,B,0.0,30, B,0.0,30,B,0.0,30,B,0.0,30, C,0.0,30,B,0.0,30,B,0.0,30, C,0.0,30, B,0.0,30,C,0.0,30, C,0.0,30, D,0.0,30,0.2537081317024625,High
7,id106,Redox enzyme catalysis involves the cyclic oxidation and reduction of metal ions that have at least two stable positive oxidation states. Which of the following groups of metals could be found at the active site of redox enzymes?,A,1.0,39,A,1.0,39,A,1.0,39, A,1.0,39,A,1.0,39, C,0.0,39,A,1.0,39, A,1.0,39,A,1.0,39, A,1.0,39,A,1.0,39,A,1.0,39, A,1.0,39, A,1.0,39, A,1.0,39, B,0.0,39, A,1.0,39, A,1.0,39,A,1.0,39, A,1.0,39,A,1.0,39,A,1.0,39, D,0.0,39,A,1.0,39,A,1.0,39, A,1.0,39, A,1.0,39,A,1.0,39, A,1.0,39, A,1.0,39,0.3051285766293646,High
69,id64,"Considering 0.1 M aqueous solutions of each of the following, which solution has the lowest pH?",C,0.0,17,C,0.0,17,C,0.0,17, C,0.0,17,C,0.0,17, A,0.0,17,C,0.0,17, A,0.0,17,C,0.0,17, C,0.0,17,A,0.0,17,C,0.0,17, D,1.0,17, C,0.0,17, C,0.0,17, C,0.0,17, C,0.0,17, D,1.0,17,A,0.0,17, C,0.0,17,C,0.0,17,C,0.0,17, D,1.0,17,C,0.0,17,C,0.0,17, A,0.0,17, C,0.0,17,C,0.0,17, C,0.0,17, C,0.0,17,0.3051285766293646,High
83,id77,Which of the following types of spectroscopy is a light-scattering technique?,C,1.0,12,C,1.0,12,C,1.0,12, C,1.0,12,C,1.0,12, C,1.0,12,C,1.0,12, C,1.0,12,C,1.0,12, C,1.0,12,C,1.0,12,C,1.0,12, C,1.0,12, C,1.0,12, C,1.0,12, B,0.0,12, C,1.0,12, C,1.0,12,C,1.0,12, B,0.0,12,C,1.0,12,C,1.0,12, D,0.0,12,C,1.0,12,C,1.0,12, C,1.0,12, C,1.0,12,C,1.0,12, C,1.0,12, C,1.0,12,0.3051285766293646,High
17,id14,Infrared (IR) spectroscopy is useful for determining certain aspects of the structure of organic molecules because,C,1.0,17,C,1.0,17,C,1.0,17, C,1.0,17,C,1.0,17, C,1.0,17,C,1.0,17, A,0.0,17,C,1.0,17, C,1.0,17,C,1.0,17,C,1.0,17, C,1.0,17, C,1.0,17, C,1.0,17, C,1.0,17, C,1.0,17, C,1.0,17,C,1.0,17, A,0.0,17,C,1.0,17,C,1.0,17, B,0.0,17,C,1.0,17,C,1.0,17, C,1.0,17, C,1.0,17,C,1.0,17, C,1.0,17, C,1.0,17,0.3051285766293646,High
43,id40,A single line is seen in the 31P spectrum of a solution of sodium phosphate. The 31P chemical shifts of H2PO4‾ and HPO42– are 3.42 ppm and 5.82 ppm respectively. What is the chemical shift when the pH of the solution equals the pKa of H2PO4‾?,The,0.0,47,B,0.0,47,C,0.0,47, B,0.0,47,C,0.0,47, D,1.0,47,C,0.0,47, C,0.0,47,C,0.0,47, B,0.0,47,B,0.0,47,C,0.0,47, B,0.0,47, C,0.0,47, C,0.0,47, A,0.0,47, B,0.0,47, C,0.0,47,B,0.0,47, B,0.0,47,C,0.0,47,C,0.0,47, A,0.0,47,C,0.0,47,C,0.0,47, D,1.0,47, B,0.0,47,C,0.0,47, B,0.0,47, D,1.0,47,0.30512857662936466,High
72,id67,Calculate spin density on the central carbon atom of malonic acid radical (•CH(COOH)2) if the hyperfine value for the α-hydrogen atom is 21.9 G.,The,0.0,25,B,0.0,25,B,0.0,25, B,0.0,25,B,0.0,25, D,0.0,25,B,0.0,25, D,0.0,25,C,1.0,25, B,0.0,25,A,0.0,25,B,0.0,25, A,0.0,25, B,0.0,25, B,0.0,25, C,1.0,25, A,0.0,25, D,0.0,25,B,0.0,25, B,0.0,25,B,0.0,25,D,0.0,25, B,0.0,25,B,0.0,25,B,0.0,25, D,0.0,25, C,1.0,25,A,0.0,25, A,0.0,25, B,0.0,25,0.30512857662936466,High
103,id95,"The amplitude of a free induction decay drops to 25% of its initial intensity after 1.0 s. Assuming exponential relaxation and Ω = 0, determine the value of T2.",To,0.0,30,C,0.0,30,C,0.0,30, C,0.0,30,C,0.0,30, D,1.0,30,C,0.0,30, A,0.0,30,C,0.0,30, C,0.0,30,A,0.0,30,B,0.0,30, B,0.0,30, A,0.0,30, A,0.0,30, A,0.0,30, A,0.0,30, C,0.0,30,C,0.0,30, B,0.0,30,C,0.0,30,A,0.0,30, B,0.0,30,B,0.0,30,B,0.0,30, D,1.0,30, A,0.0,30,A,0.0,30, C,0.0,30, D,1.0,30,0.30512857662936466,High
58,id54,Predict the hyperfine value for the EPR spectrum of fully deuteriated benzene radical anion C6D6•-.,The,0.0,16,C,0.0,16,C,0.0,16, A,0.0,16,B,0.0,16, D,1.0,16,C,0.0,16, C,0.0,16,A,0.0,16, D,1.0,16,C,0.0,16,B,0.0,16, C,0.0,16, A,0.0,16, A,0.0,16, C,0.0,16, A,0.0,16, C,0.0,16,C,0.0,16, A,0.0,16,C,0.0,16,A,0.0,16, D,1.0,16,B,0.0,16,B,0.0,16, C,0.0,16, A,0.0,16,A,0.0,16, B,0.0,16, D,1.0,16,0.3457459036417604,High
52,id49,Calculate the magnetic field responsible for the polarization of 2.5 x 10^-6 for 13C at 298 K.,To,0.0,18,B,0.0,18,C,1.0,18, B,0.0,18,B,0.0,18, D,0.0,18,B,0.0,18, D,0.0,18,A,0.0,18, B,0.0,18,A,0.0,18,B,0.0,18, C,1.0,18, B,0.0,18, B,0.0,18, D,0.0,18, B,0.0,18, B,0.0,18,B,0.0,18, B,0.0,18,B,0.0,18,A,0.0,18, D,0.0,18,B,0.0,18,B,0.0,18, C,1.0,18, B,0.0,18,B,0.0,18, C,1.0,18, B,0.0,18,0.3457459036417604,High
82,id76,"Which of the following is (are) characteristic of mass spectrometry?
I. Analyte molecules are converted to gaseous ions.
II. The ions are separated according to their mass-to-charge ratio.
III. In addition to compound identification, mass spectra can be utilized to determine precise isotopic masses and isotopic ratios.",D,1.0,48,D,1.0,48,D,1.0,48, D,1.0,48,D,1.0,48, D,1.0,48,D,1.0,48, C,0.0,48,D,1.0,48, D,1.0,48,D,1.0,48,D,1.0,48, D,1.0,48, D,1.0,48, D,1.0,48, A,0.0,48, D,1.0,48, D,1.0,48,D,1.0,48, C,0.0,48,D,1.0,48,D,1.0,48, C,0.0,48,D,1.0,48,D,1.0,48, D,1.0,48, D,1.0,48,D,1.0,48, D,1.0,48, D,1.0,48,0.34574590364176044,High
22,id19,Cobalt-60 is used in the radiation therapy of cancer and can be produced by bombardment of cobalt-59 with which of the following?,A,1.0,23,A,1.0,23,A,1.0,23, A,1.0,23,A,1.0,23, D,0.0,23,A,1.0,23, A,1.0,23,A,1.0,23, A,1.0,23,A,1.0,23,A,1.0,23, A,1.0,23, A,1.0,23, A,1.0,23, B,0.0,23, A,1.0,23, A,1.0,23,A,1.0,23, B,0.0,23,A,1.0,23,A,1.0,23, B,0.0,23,A,1.0,23,A,1.0,23, A,1.0,23, A,1.0,23,A,1.0,23, A,1.0,23, A,1.0,23,0.34574590364176044,High
13,id111,Predict the number of lines in the EPR spectrum of a solution of dimethylnitroxide (CH3)2NO• assuming the lines do not overlap.,C,0.0,22,B,1.0,22,C,0.0,22, C,0.0,22,C,0.0,22, D,0.0,22,C,0.0,22, C,0.0,22,C,0.0,22, C,0.0,22,A,0.0,22,B,1.0,22, A,0.0,22, C,0.0,22, C,0.0,22, D,0.0,22, A,0.0,22, B,1.0,22,C,0.0,22, A,0.0,22,C,0.0,22,D,0.0,22, D,0.0,22,C,0.0,22,B,1.0,22, C,0.0,22, C,0.0,22,C,0.0,22, C,0.0,22, C,0.0,22,0.34574590364176044,High
96,id89,Chlorofluorocarbons (CFCs) such as F3CCCl3 are implicated in the decomposition of stratospheric ozone. Which of the following methods would be best suited to measurement of trace amounts (sub-ppb) of CFCs in an air sample?,A,1.0,35,A,1.0,35,A,1.0,35, A,1.0,35,A,1.0,35, A,1.0,35,A,1.0,35, D,0.0,35,A,1.0,35, A,1.0,35,A,1.0,35,A,1.0,35, A,1.0,35, A,1.0,35, A,1.0,35, B,0.0,35, A,1.0,35, A,1.0,35,A,1.0,35, B,0.0,35,A,1.0,35,A,1.0,35, B,0.0,35,A,1.0,35,A,1.0,35, A,1.0,35, A,1.0,35,A,1.0,35, A,1.0,35, A,1.0,35,0.34574590364176044,High
28,id25,Estimate the β-hyperfine value for the cyclobutyl radical (C4H7•) assuming the radical is flat and the HCH angle is 115°.,The,0.0,21,C,0.0,21,C,0.0,21, B,0.0,21,C,0.0,21, D,0.0,21,C,0.0,21, D,0.0,21,A,1.0,21, C,0.0,21,C,0.0,21,D,0.0,21, C,0.0,21, A,1.0,21, A,1.0,21, C,0.0,21, D,0.0,21, B,0.0,21,C,0.0,21, B,0.0,21,C,0.0,21,D,0.0,21, D,0.0,21,C,0.0,21,B,0.0,21, C,0.0,21, C,0.0,21,A,1.0,21, C,0.0,21, D,0.0,21,0.3457459036417605,High
80,id74,Calculate the equilibrium polarization of 13C nuclei in a 20.0 T magnetic field at 300 K.,To,0.0,17,B,0.0,17,C,0.0,17, B,0.0,17,B,0.0,17, D,1.0,17,C,0.0,17, D,1.0,17,B,0.0,17, B,0.0,17,A,0.0,17,B,0.0,17, B,0.0,17, D,1.0,17, D,1.0,17, A,0.0,17, B,0.0,17, C,0.0,17,B,0.0,17, A,0.0,17,B,0.0,17,A,0.0,17, B,0.0,17,B,0.0,17,B,0.0,17, D,1.0,17, B,0.0,17,C,0.0,17, C,0.0,17, B,0.0,17,0.3790490217894516,Medium
95,id88,"The rotational correlation time of a spherical object of radius r immersed in a liquid with viscosity η is given by the Stokes equation: τc = 4πηr3/3kBT. A small molecule with relative molecular mass Mr = 100 in water at 298 K has τc = 50 ps. Assuming that Mr is proportional to the molecular volume, estimate τc for a small protein with Mr = 8400.",To,0.0,67,C,1.0,67,C,1.0,67, A,0.0,67,A,0.0,67, D,0.0,67,C,1.0,67, D,0.0,67,A,0.0,67, A,0.0,67,B,0.0,67,B,0.0,67, B,0.0,67, B,0.0,67, B,0.0,67, C,1.0,67, A,0.0,67, B,0.0,67,A,0.0,67, B,0.0,67,A,0.0,67,D,0.0,67, C,1.0,67,A,0.0,67,B,0.0,67, D,0.0,67, A,0.0,67,B,0.0,67, B,0.0,67, B,0.0,67,0.3790490217894516,Medium
71,id66,Elements with partially filled 4f or 5f orbitals include all of the following EXCEPT,A,1.0,15,A,1.0,15,A,1.0,15, A,1.0,15,A,1.0,15, B,0.0,15,A,1.0,15, A,1.0,15,A,1.0,15, A,1.0,15,B,0.0,15,A,1.0,15, A,1.0,15, A,1.0,15, A,1.0,15, C,0.0,15, A,1.0,15, A,1.0,15,D,0.0,15, A,1.0,15,A,1.0,15,A,1.0,15, A,1.0,15,A,1.0,15,A,1.0,15, D,0.0,15, A,1.0,15,A,1.0,15, A,1.0,15, A,1.0,15,0.3790490217894516,Medium
