,instance_id,input.text,references,predicted_text_0,stats.quasi_exact_match_0,predicted_text_1,stats.quasi_exact_match_1,predicted_text_2,stats.quasi_exact_match_2,predicted_text_3,stats.quasi_exact_match_3,predicted_text_4,stats.quasi_exact_match_4,predicted_text_5,stats.quasi_exact_match_5,predicted_text_6,stats.quasi_exact_match_6,predicted_text_7,stats.quasi_exact_match_7,predicted_text_8,stats.quasi_exact_match_8,predicted_text_9,stats.quasi_exact_match_9,predicted_text_10,stats.quasi_exact_match_10,predicted_text_11,stats.quasi_exact_match_11,predicted_text_12,stats.quasi_exact_match_12,predicted_text_13,stats.quasi_exact_match_13,predicted_text_14,stats.quasi_exact_match_14,predicted_text_15,stats.quasi_exact_match_15,predicted_text_16,stats.quasi_exact_match_16,predicted_text_17,stats.quasi_exact_match_17,predicted_text_18,stats.quasi_exact_match_18,predicted_text_19,stats.quasi_exact_match_19,predicted_text_20,stats.quasi_exact_match_20,predicted_text_21,stats.quasi_exact_match_21,predicted_text_22,stats.quasi_exact_match_22,predicted_text_23,stats.quasi_exact_match_23,predicted_text_24,stats.quasi_exact_match_24,predicted_text_25,stats.quasi_exact_match_25,predicted_text_26,stats.quasi_exact_match_26,predicted_text_27,stats.quasi_exact_match_27,predicted_text_28,stats.quasi_exact_match_28,predicted_text_29,stats.quasi_exact_match_29,std,agreement_level
64,id71,Statute: The commissioner shall determine whether such barriers or burdens have or may ultimately have an adverse impact upon New York producers or dealers generally and determine whether the public interest would be served by their elimination.,No (correct), No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, Yes,0.0,No,1.0,No,1.0, No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.18257418583505525,Medium
58,id66,Statute: The application shall be completed upon the sworn oath of the applicant as provided in paragraph 5 of Section 1290.12 of this title. The application form shall be provided by the Oklahoma State Bureau of Investigation and shall contain information deemed relevant by the Bureau.,No (correct), No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, Yes,0.0,No,1.0,No,1.0, No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.18257418583505525,Medium
59,id67,Statute: A law enforcement officer effecting the arrest of a person without a warrant shall promptly complete an affidavit of probable cause supporting the arrest of the person and submit it to a magistrate.,No (correct), No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, Yes,0.0,No,1.0,No,1.0, No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.18257418583505525,Medium
70,id77,"Statute: Neither the state of Louisiana, its officers, employees, agents, contractors, nor the office of children and familyservices, child support enforcement section of the Department of Children andFamily Services shall be liable to compensate any person for child support paid or any other costs as a result of the revocation of any authentic act of acknowledgment or the annulment of any judgment of paternity or support in accordance with this Section.",No (correct), No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, Yes,0.0,No,1.0, No,1.0, No ,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.18257418583505527,Medium
19,id29,Statute: Every partner who shall be guilty of any fraud in the affairs or business of the partnership shall be liable civilly to the party injured to the extent of his damage.,Yes (correct), Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.1825741858350553,Medium
33,id43,Statute: A private cause of action shall be available to any victim of a violation of this subchapter.,Yes (correct), Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.1825741858350553,Medium
73,id8,Statute: A custodian of a will who fails to comply with the requirements of this section shall be liable for all damages sustained by any person injured by the failure.,Yes (correct), Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.1825741858350553,Medium
28,id38,"Statute: No employer may discharge any employee by reason of the fact that earnings have been subjected to garnishment or execution. If an employer discharges an employee in violation of this section, the employee may within ninety days of discharge bring a civil action for recovery of twice the wages lost as a result of the violation and for an order requiring reinstatement.",Yes (correct), Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.1825741858350553,Medium
38,id48,"Statute: Upon a violation of any provision of this act, an aggrieved person may, in addition to any other available remedy, institute civil action in a court of competent jurisdiction, within one year from the date of the alleged violation, for relief.",Yes (correct), Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.1825741858350553,Medium
5,id15,Statute: A person who suffers damages as a result of a violation of this section may recover those damages together with reasonable attorney's fees in a civil action under this section.,Yes (correct), Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.1825741858350553,Medium
15,id25,"Statute: Any person who has received more than one telephone solicitation within any 12 month period by or on behalf of the same person or entity in violation of subsection (c) or (g) of this Code section may either bring an action to enjoin such violation; bring an action to recover foractual monetary loss from such knowing violation or to receive up to $2,000.00 in damages for each such knowing violation, whichever is greater; or bring both such actions.",Yes (correct), Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.1825741858350553,Medium
62,id7,Statute: A consumer who suffers injury by an act of a consumer reporting agency that violates this chapter may bring a civil action against the consumer reporting agency in a circuit or superior court in the county in which the consumer resides.,Yes (correct), Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.2537081317024625,Medium
93,id98,"Statute: Not less than 123 days before a primary election, the Secretary of State shall, with the advice and consent of the Attorney General, determine which parties are disqualified to participate in any primary election under Section 5102.",No (correct), No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, Yes,0.0,No,1.0,No,1.0, No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, Yes,0.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.2537081317024625,Medium
48,id57,Statute: Evidence that the defendant has paid or been ordered to pay compensatory fines under this section may not be introduced in any civil action arising out of the facts or events which were the basis for the compensatory fine.,No (correct), No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, Yes,0.0,No,1.0, No,1.0, No ,1.0, No,1.0,No,1.0,No,1.0, No,1.0, Yes,0.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.2537081317024625,Medium
52,id60,"Statute: On conviction for a violation under thispart, the county may institute proceedings to seize any amusement device that was operated in violation of this part.",No (correct), No,1.0,Yes,0.0,No,1.0, No,1.0, No,1.0, Yes,0.0,No,1.0,No,1.0, No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.2537081317024625,Medium
57,id65,"Statute: Each section of the petition shall be filed with the elections official of the county or city and county in which it was circulated, but all sections circulated in any county or city and county shall be filed at the same time.",No (correct), No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, Yes,0.0,No,1.0,No,1.0, No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, Yes,0.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.2537081317024625,Medium
31,id41,Statute: The card holder may commence a civil action if the issuer does not pay to the card holder the amount owed under Subsection (4) within 30 calendar days from the day on which the notice is mailed.,Yes (correct), Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,No,0.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.2537081317024625,Medium
55,id63,"Statute: In each such instance, both the plaintiff and the defendant shall set out in such statement the asserted highest and best use of the property and shall itemize the elements of damage, if any, to the remainder if less than the whole is taken.",No (correct), Yes,0.0,No,1.0,No,1.0, No,1.0, No,1.0, Yes,0.0,No,1.0,No,1.0, No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.2537081317024625,Medium
56,id64,"Statute: If the claimant is an executor, administrator, guardian, or other representative acting under judicial appointment, a duly certified copy of the record of appointment shall be filed with the complaint.",No (correct), No,1.0,No,1.0,No,1.0, No,1.0, Yes,0.0, Yes,0.0,No,1.0,No,1.0, No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.2537081317024625,Medium
25,id35,"Statute: In addition to all other penalties, rights, or remedies provided by law, an individual or entity that uses or attempts to use its official authority or influence for the purpose of interfering with the right of a legislative employee to make a protected disclosure is liable in a civil action for damages brought by a legislative employee.",Yes (correct), Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.2537081317024625,Medium
92,id97,"Statute: No application for parole shall be granted or denied except by a vote of the board at a meeting at which a quorum of its members are present.  This paragraph shall not be applied to the denial of applicants who are ineligible by order of the superior court, or to the granting of parole in emergency situations.",No (correct), No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, Yes,0.0,No,1.0,No,1.0, No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, Yes,0.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.2537081317024625,Medium
7,id17,Statute: A produce wholesaler who violates any provision of this subsection shall be liable to any person injured thereby for the amount of damages sustained in consequence of such violation and such liability may be enforced by suit in any court of competent jurisdiction.,Yes (correct), Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.2537081317024625,Medium
8,id18,"Statute: A residential tenant may bring a civil action for a violation of this section and recover from the landlord $250 or actual damages, whichever is greater, and reasonable attorney's fees.",Yes (correct), No,0.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.2537081317024625,Medium
86,id91,"Statute: A law enforcement officer may stop a person in a public place whom he reasonably suspects is committing, has committed, or is about to commit an offense and may demand of him his name, address, and an explanation of his actions.",No (correct), No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, Yes,0.0,No,1.0,No,1.0, No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,Yes,0.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.2537081317024625,Medium
27,id37,"Statute: It shall be unlawful for any person to drive a motor vehicle upon, across or onto the lawn, sidewalk, yard, farmland, crops or fences or other real or personal property of another person, intentionally damaging the same. The owner of any lawn, sidewalk, yard, farmland, crops or fences or other real or personal property so damaged may bring an action in the district court against the owner of the motor vehicle causing such damage for the amount thereof.",Yes (correct), Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, No,0.0, Yes,1.0,Yes,1.0,0.2537081317024625,Medium
82,id88,"Statute: No person may bring suit to enjoin the assessment or collection of any taxes, interest, or penalties imposed by this chapter.",No (correct), No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, Yes,0.0,Yes,0.0,No,1.0, Yes,0.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.30512857662936443,Low
69,id76,"Statute: If, after considering the conclusions of a medical examination or medical reports from an employee's physician or other pertinent information, the trustees determine that the employee is unable to perform the work of his or her present position or any other position in the state university system, and the employee is eligible for, and does not waive the right to, retire for disability, the trustees shall file an application for disability retirement on the employee's behalf.",No (correct), Yes,0.0,No,1.0,No,1.0, No,1.0, No,1.0, Yes,0.0,No,1.0,No,1.0, No,1.0,No,1.0, No,1.0, No ,1.0, No,1.0,No,1.0,Yes,0.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.3051285766293645,Low
61,id69,"Statute: If there is reasonable cause to believe that returning a firearm to the owner or possessor may endanger the victim, the person who reported the assault or threat or another person in the household, the prosecutor shall file a notice of intent to retain the firearm in the appropriate superior, justice or municipal court.",No (correct), Yes,0.0,No,1.0,No,1.0, No,1.0, No,1.0, Yes,0.0,No,1.0,No,1.0, No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0,Yes,0.0, No,1.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.3051285766293645,Low
71,id78,Statute: The sheriff or the sheriff's designee shall maintain a permanent personnel file oneach department employee.,No (correct), Yes,0.0,No,1.0,No,1.0, No,1.0, No,1.0, Yes,0.0,No,1.0,No,1.0, No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, Yes,0.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.30512857662936455,Low
54,id62,Statute: The complaint shall be filed with the circuit clerk and shall be assigned a number and placed on the docket as other pleadings in circuit court or county court.,No (correct), Yes,0.0,No,1.0,No,1.0, No,1.0, No,1.0, Yes,0.0,No,1.0,No,1.0, No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0,No,1.0, Yes,0.0, No,1.0,No,1.0,No,1.0, No,1.0, No,1.0, No,1.0,No,1.0, No,1.0,No,1.0,No,1.0,No,1.0, No,1.0, No,1.0,No,1.0,0.30512857662936455,Low
1,id11,Statute: A payor bank is liable to its customer for damages proximately caused by the wrongful dishonor of an item.,Yes (correct), Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0,No,0.0, Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,No,0.0, No,0.0, Yes,1.0, Yes,1.0,Yes,1.0, Yes,1.0,Yes,1.0,Yes,1.0,Yes,1.0, Yes,1.0, Yes,1.0,Yes,1.0,0.30512857662936455,Low
