,instance_id,input.text,references,predicted_text_0,stats.exact_match_0,predicted_text_1,stats.exact_match_1,predicted_text_2,stats.exact_match_2,predicted_text_3,stats.exact_match_3,predicted_text_4,stats.exact_match_4,predicted_text_5,stats.exact_match_5,predicted_text_6,stats.exact_match_6,predicted_text_7,stats.exact_match_7,predicted_text_8,stats.exact_match_8,predicted_text_9,stats.exact_match_9,predicted_text_10,stats.exact_match_10,predicted_text_11,stats.exact_match_11,predicted_text_12,stats.exact_match_12,predicted_text_13,stats.exact_match_13,predicted_text_14,stats.exact_match_14,predicted_text_15,stats.exact_match_15,predicted_text_16,stats.exact_match_16,predicted_text_17,stats.exact_match_17,predicted_text_18,stats.exact_match_18,predicted_text_19,stats.exact_match_19,predicted_text_20,stats.exact_match_20,predicted_text_21,stats.exact_match_21,predicted_text_22,stats.exact_match_22,predicted_text_23,stats.exact_match_23,predicted_text_24,stats.exact_match_24,predicted_text_25,stats.exact_match_25,predicted_text_26,stats.exact_match_26,predicted_text_27,stats.exact_match_27,predicted_text_28,stats.exact_match_28,predicted_text_29,stats.exact_match_29,std,agreement_level
25,id22,Which of the following statements most accurately explains why the T1 of a nucleus is sometimes longer than its T2?,"T1, unlike T2, is sensitive to very low-frequency molecular motions.SALILSPLITCHECKT2, unlike T1, is sensitive to very low-frequency molecular motions.SALILSPLITCHECKT1, unlike T2, is sensitive to molecular motions at the Larmor frequency.SALILSPLITCHECKT2, unlike T1, is sensitive to molecular motions at the Larmor frequency. (correct)",A,0.0,B,0.0,A,0.0, C,0.0,A,0.0, D,1.0,C,0.0, A,0.0,A,0.0, A,0.0,A,0.0,A,0.0, C,0.0, A,0.0, A,0.0, A,0.0, A,0.0, D,1.0,A,0.0, B,0.0,B,0.0,A,0.0, B,0.0,B,0.0,A,0.0, A,0.0, A,0.0,A,0.0, A,0.0, B,0.0,0.2537081317024625,Medium
24,id21,"The 1H spectrum of a mixture of dimethylsulphoxide (DMSO) and acetonitrile (AN) contains lines with relative intensities α and 3α, respectively. What is the ratio of the two concentrations, [DMSO]:[AN]?",1:1SALILSPLITCHECK1:3SALILSPLITCHECK1:6 (correct)SALILSPLITCHECK2:3,B,0.0,B,0.0,C,1.0, B,0.0,B,0.0, D,0.0,B,0.0, B,0.0,A,0.0, B,0.0,B,0.0,B,0.0, B,0.0, B,0.0, B,0.0, A,0.0, B,0.0, B,0.0,B,0.0, B,0.0,B,0.0,B,0.0, B,0.0,B,0.0,B,0.0, B,0.0, B,0.0,C,1.0, A,0.0, B,0.0,0.2537081317024625,Medium
89,id82,What is the limiting high-temperature molar heat capacity at constant volume (C_V) of a gas-phase diatomic molecule?,1.5RSALILSPLITCHECK2RSALILSPLITCHECK2.5RSALILSPLITCHECK3.5R (correct),C,0.0,B,0.0,B,0.0, B,0.0,D,1.0, D,1.0,B,0.0, B,0.0,B,0.0, B,0.0,B,0.0,B,0.0, C,0.0, B,0.0, B,0.0, C,0.0, B,0.0, B,0.0,B,0.0, B,0.0,B,0.0,B,0.0, B,0.0,B,0.0,B,0.0, B,0.0, B,0.0,C,0.0, C,0.0, B,0.0,0.2537081317024625,Medium
40,id37,Which of the following is the most common naturally-occurring form in which silicon is found?,Metallic elementSALILSPLITCHECKSulfideSALILSPLITCHECKFluorideSALILSPLITCHECKOxide (correct),D,1.0,D,1.0,D,1.0, D,1.0,D,1.0, D,1.0,D,1.0, D,1.0,D,1.0, D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, C,0.0, D,1.0, D,1.0,D,1.0, B,0.0,D,1.0,D,1.0, D,1.0,D,1.0,D,1.0, D,1.0, D,1.0,D,1.0, D,1.0, D,1.0,0.2537081317024625,Medium
92,id85,The number of allowed energy levels for the 55Mn nuclide are:,3 (correct)SALILSPLITCHECK5SALILSPLITCHECK8SALILSPLITCHECK4,The,0.0,B,0.0,C,0.0, C,0.0,B,0.0, D,0.0,B,0.0, B,0.0,A,1.0, B,0.0,B,0.0,B,0.0, B,0.0, B,0.0, B,0.0, C,0.0, D,0.0, D,0.0,C,0.0, B,0.0,C,0.0,D,0.0, A,1.0,D,0.0,B,0.0, D,0.0, C,0.0,C,0.0, D,0.0, B,0.0,0.2537081317024625,Medium
29,id26,What is the ratio of line intensities in the EPR spectrum of the t-Bu radical (CH3)3C•?,1:19:36:84:126:126:84:36:19:1SALILSPLITCHECK1:9:36:84:126:126:84:36:9:1SALILSPLITCHECK1:9:35:82:120:120:82:35:9:1SALILSPLITCHECK1:8:28:56:70:56:28:8:1 (correct),The,0.0,A,0.0,C,0.0, C,0.0,A,0.0, B,0.0,B,0.0, A,0.0,B,0.0, B,0.0,A,0.0,B,0.0, C,0.0, B,0.0, B,0.0, B,0.0, A,0.0, B,0.0,D,1.0, B,0.0,D,1.0,A,0.0, A,0.0,B,0.0,B,0.0, C,0.0, A,0.0,C,0.0, A,0.0, B,0.0,0.2537081317024625,Medium
73,id68,"In fluorescence spectroscopy, the quantum yield (Φ_f) is best defined as the","rate of fluorescence emissionSALILSPLITCHECKnumber of photons emittedSALILSPLITCHECKnumber of photons emitted, divided by the number of photons absorbed (correct)SALILSPLITCHECKnumber of excitation photons impinging on the sample, divided by the number of photons absorbed",C,1.0,C,1.0,C,1.0, C,1.0,C,1.0, C,1.0,C,1.0, A,0.0,C,1.0, C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0,C,1.0,C,1.0, C,1.0,C,1.0,C,1.0, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0,0.2537081317024625,Medium
41,id38,Which nuclide has an NMR frequency of 115.5 MHz in a 20.0 T magnetic field?,17O (correct)SALILSPLITCHECK19FSALILSPLITCHECK29SiSALILSPLITCHECK31P,To,0.0,C,0.0,A,1.0, B,0.0,B,0.0, B,0.0,C,0.0, D,0.0,B,0.0, B,0.0,A,1.0,D,0.0, D,0.0, B,0.0, B,0.0, C,0.0, B,0.0, C,0.0,D,0.0, B,0.0,C,0.0,B,0.0, C,0.0,B,0.0,B,0.0, D,0.0, B,0.0,D,0.0, B,0.0, B,0.0,0.2537081317024625,Medium
70,id65,"A silyl radical bearing an Si-H· fragment has a g value of 2.0033 and a pair of lines separated by 15.5 MHz. Express the splitting in units of mT, Gauss and cm-1.",15.5 MHz = 11.104 mT = 27.201 Gauss = 0.862 x 10^-4 cm-1SALILSPLITCHECK15.5 MHz = 7.352 mT = 10.104 Gauss = 18.39 x 10^-4 cm-1 (correct)SALILSPLITCHECK15.5 MHz = 1.55 mT = 0.562 Gauss = 31.0 x 10^-4 cm-1SALILSPLITCHECK15.5 MHz = 0.553 mT = 5.530 Gauss = 5.17 x 10^-4 cm-1,To,0.0,A,0.0,A,0.0, A,0.0,A,0.0, D,0.0,A,0.0, C,0.0,A,0.0, A,0.0,A,0.0,C,0.0, A,0.0, D,0.0, D,0.0, A,0.0, A,0.0, C,0.0,D,0.0, B,1.0,A,0.0,D,0.0, C,0.0,A,0.0,C,0.0, C,0.0, A,0.0,A,0.0, A,0.0, B,1.0,0.2537081317024625,Medium
64,id6,The 13C spectrum of which isomer of C6H14 has lines with three distinct chemical shifts?,"hexane (correct)SALILSPLITCHECK2-methylpentaneSALILSPLITCHECK3-methylpentaneSALILSPLITCHECK2,3-dimethylbutane",B,0.0,D,0.0,C,0.0, C,0.0,B,0.0, D,0.0,C,0.0, C,0.0,D,0.0, D,0.0,B,0.0,C,0.0, B,0.0, B,0.0, B,0.0, C,0.0, D,0.0, D,0.0,D,0.0, A,1.0,D,0.0,D,0.0, A,1.0,C,0.0,C,0.0, D,0.0, C,0.0,B,0.0, C,0.0, D,0.0,0.2537081317024625,Medium
66,id61,Which of the following experimental observations were explained by Planck’s quantum theory?,Blackbody radiation curves (correct)SALILSPLITCHECKEmission spectra of diatomic moleculesSALILSPLITCHECKElectron diffraction patternsSALILSPLITCHECKTemperature dependence of reaction rates,A,1.0,A,1.0,A,1.0, A,1.0,A,1.0, C,0.0,A,1.0, A,1.0,A,1.0, A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, B,0.0, A,1.0, A,1.0,A,1.0, A,1.0,A,1.0,A,1.0, A,1.0,A,1.0,A,1.0, A,1.0, A,1.0,A,1.0, A,1.0, A,1.0,0.2537081317024625,Medium
6,id105,Nitronyl nitroxides are stable radicals in which the unpaired electron is coupled to two equivalent nitrogen nuclei. How many lines will appear in the EPR spectrum of a solution of a rigid nitronyl nitroxide diradical with J >> a?,3 linesSALILSPLITCHECK9 linesSALILSPLITCHECK5 linesSALILSPLITCHECK7 lines (correct),B,0.0,B,0.0,B,0.0, B,0.0,B,0.0, D,1.0,A,0.0, C,0.0,A,0.0, B,0.0,B,0.0,B,0.0, B,0.0, B,0.0, B,0.0, C,0.0, A,0.0, B,0.0,B,0.0, B,0.0,B,0.0,D,1.0, B,0.0,B,0.0,C,0.0, B,0.0, B,0.0,A,0.0, B,0.0, B,0.0,0.2537081317024625,Medium
77,id71,A molecule has a rotational correlation time of 1 ns. At what magnetic field would protons in this molecule have the fastest spin-lattice relaxation? [Use eqns 5.3 and 5.4.],3.74 T (correct)SALILSPLITCHECK5.19 TSALILSPLITCHECK6.08 TSALILSPLITCHECK9.49 T,The,0.0,B,0.0,C,0.0, B,0.0,B,0.0, D,0.0,B,0.0, B,0.0,A,1.0, B,0.0,A,1.0,B,0.0, B,0.0, B,0.0, B,0.0, C,0.0, B,0.0, B,0.0,B,0.0, B,0.0,B,0.0,B,0.0, C,0.0,B,0.0,B,0.0, C,0.0, B,0.0,C,0.0, C,0.0, D,0.0,0.2537081317024625,Medium
7,id106,Redox enzyme catalysis involves the cyclic oxidation and reduction of metal ions that have at least two stable positive oxidation states. Which of the following groups of metals could be found at the active site of redox enzymes?,"Cu, Fe, Co (correct)SALILSPLITCHECKZn, Ca, GaSALILSPLITCHECKSr, Ga, MgSALILSPLITCHECKNa, Ba, Al",A,1.0,A,1.0,A,1.0, A,1.0,A,1.0, C,0.0,A,1.0, A,1.0,A,1.0, A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, B,0.0, A,1.0, A,1.0,A,1.0, A,1.0,A,1.0,A,1.0, D,0.0,A,1.0,A,1.0, A,1.0, A,1.0,A,1.0, A,1.0, A,1.0,0.3051285766293646,Low
69,id64,"Considering 0.1 M aqueous solutions of each of the following, which solution has the lowest pH?",Na2CO3SALILSPLITCHECKNa3PO4SALILSPLITCHECKNa2SSALILSPLITCHECKNaCl (correct),C,0.0,C,0.0,C,0.0, C,0.0,C,0.0, A,0.0,C,0.0, A,0.0,C,0.0, C,0.0,A,0.0,C,0.0, D,1.0, C,0.0, C,0.0, C,0.0, C,0.0, D,1.0,A,0.0, C,0.0,C,0.0,C,0.0, D,1.0,C,0.0,C,0.0, A,0.0, C,0.0,C,0.0, C,0.0, C,0.0,0.3051285766293646,Low
83,id77,Which of the following types of spectroscopy is a light-scattering technique?,Nuclear magnetic resonanceSALILSPLITCHECKInfraredSALILSPLITCHECKRaman (correct)SALILSPLITCHECKUltraviolet-visible,C,1.0,C,1.0,C,1.0, C,1.0,C,1.0, C,1.0,C,1.0, C,1.0,C,1.0, C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, B,0.0, C,1.0, C,1.0,C,1.0, B,0.0,C,1.0,C,1.0, D,0.0,C,1.0,C,1.0, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0,0.3051285766293646,Low
17,id14,Infrared (IR) spectroscopy is useful for determining certain aspects of the structure of organic molecules because,all molecular bonds absorb IR radiationSALILSPLITCHECKIR peak intensities are related to molecular massSALILSPLITCHECKmost organic functional groups absorb in a characteristic region of the IR spectrum (correct)SALILSPLITCHECKeach element absorbs at a characteristic wavelength,C,1.0,C,1.0,C,1.0, C,1.0,C,1.0, C,1.0,C,1.0, A,0.0,C,1.0, C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, A,0.0,C,1.0,C,1.0, B,0.0,C,1.0,C,1.0, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0,0.3051285766293646,Low
43,id40,A single line is seen in the 31P spectrum of a solution of sodium phosphate. The 31P chemical shifts of H2PO4‾ and HPO42– are 3.42 ppm and 5.82 ppm respectively. What is the chemical shift when the pH of the solution equals the pKa of H2PO4‾?,3.41 ppmSALILSPLITCHECK3.98 ppmSALILSPLITCHECK4.33 ppmSALILSPLITCHECK4.62 ppm (correct),The,0.0,B,0.0,C,0.0, B,0.0,C,0.0, D,1.0,C,0.0, C,0.0,C,0.0, B,0.0,B,0.0,C,0.0, B,0.0, C,0.0, C,0.0, A,0.0, B,0.0, C,0.0,B,0.0, B,0.0,C,0.0,C,0.0, A,0.0,C,0.0,C,0.0, D,1.0, B,0.0,C,0.0, B,0.0, D,1.0,0.30512857662936466,Low
72,id67,Calculate spin density on the central carbon atom of malonic acid radical (•CH(COOH)2) if the hyperfine value for the α-hydrogen atom is 21.9 G.,0.95SALILSPLITCHECK0.85SALILSPLITCHECK0.15 (correct)SALILSPLITCHECK0.65,The,0.0,B,0.0,B,0.0, B,0.0,B,0.0, D,0.0,B,0.0, D,0.0,C,1.0, B,0.0,A,0.0,B,0.0, A,0.0, B,0.0, B,0.0, C,1.0, A,0.0, D,0.0,B,0.0, B,0.0,B,0.0,D,0.0, B,0.0,B,0.0,B,0.0, D,0.0, C,1.0,A,0.0, A,0.0, B,0.0,0.30512857662936466,Low
103,id95,"The amplitude of a free induction decay drops to 25% of its initial intensity after 1.0 s. Assuming exponential relaxation and Ω = 0, determine the value of T2.",0.721 sSALILSPLITCHECK0.750 sSALILSPLITCHECK1.386 sSALILSPLITCHECK1.661 s (correct),To,0.0,C,0.0,C,0.0, C,0.0,C,0.0, D,1.0,C,0.0, A,0.0,C,0.0, C,0.0,A,0.0,B,0.0, B,0.0, A,0.0, A,0.0, A,0.0, A,0.0, C,0.0,C,0.0, B,0.0,C,0.0,A,0.0, B,0.0,B,0.0,B,0.0, D,1.0, A,0.0,A,0.0, C,0.0, D,1.0,0.30512857662936466,Low
58,id54,Predict the hyperfine value for the EPR spectrum of fully deuteriated benzene radical anion C6D6•-.,0.375 mTSALILSPLITCHECK3.75 GSALILSPLITCHECK2.35 mTSALILSPLITCHECK0.58 G (correct),The,0.0,C,0.0,C,0.0, A,0.0,B,0.0, D,1.0,C,0.0, C,0.0,A,0.0, D,1.0,C,0.0,B,0.0, C,0.0, A,0.0, A,0.0, C,0.0, A,0.0, C,0.0,C,0.0, A,0.0,C,0.0,A,0.0, D,1.0,B,0.0,B,0.0, C,0.0, A,0.0,A,0.0, B,0.0, D,1.0,0.3457459036417604,Low
52,id49,Calculate the magnetic field responsible for the polarization of 2.5 x 10^-6 for 13C at 298 K.,0.5 TSALILSPLITCHECK1.2 TSALILSPLITCHECK2.9 T (correct)SALILSPLITCHECK100 T,To,0.0,B,0.0,C,1.0, B,0.0,B,0.0, D,0.0,B,0.0, D,0.0,A,0.0, B,0.0,A,0.0,B,0.0, C,1.0, B,0.0, B,0.0, D,0.0, B,0.0, B,0.0,B,0.0, B,0.0,B,0.0,A,0.0, D,0.0,B,0.0,B,0.0, C,1.0, B,0.0,B,0.0, C,1.0, B,0.0,0.3457459036417604,Low
82,id76,"Which of the following is (are) characteristic of mass spectrometry?
I. Analyte molecules are converted to gaseous ions.
II. The ions are separated according to their mass-to-charge ratio.
III. In addition to compound identification, mass spectra can be utilized to determine precise isotopic masses and isotopic ratios.","II onlySALILSPLITCHECKI and II onlySALILSPLITCHECKI and III onlySALILSPLITCHECKI, II, and III (correct)",D,1.0,D,1.0,D,1.0, D,1.0,D,1.0, D,1.0,D,1.0, C,0.0,D,1.0, D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, A,0.0, D,1.0, D,1.0,D,1.0, C,0.0,D,1.0,D,1.0, C,0.0,D,1.0,D,1.0, D,1.0, D,1.0,D,1.0, D,1.0, D,1.0,0.34574590364176044,Low
22,id19,Cobalt-60 is used in the radiation therapy of cancer and can be produced by bombardment of cobalt-59 with which of the following?,Neutrons (correct)SALILSPLITCHECKAlpha particlesSALILSPLITCHECKBeta particlesSALILSPLITCHECKX-rays,A,1.0,A,1.0,A,1.0, A,1.0,A,1.0, D,0.0,A,1.0, A,1.0,A,1.0, A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, B,0.0, A,1.0, A,1.0,A,1.0, B,0.0,A,1.0,A,1.0, B,0.0,A,1.0,A,1.0, A,1.0, A,1.0,A,1.0, A,1.0, A,1.0,0.34574590364176044,Low
13,id111,Predict the number of lines in the EPR spectrum of a solution of dimethylnitroxide (CH3)2NO• assuming the lines do not overlap.,21SALILSPLITCHECK3 (correct)SALILSPLITCHECK7SALILSPLITCHECK24,C,0.0,B,1.0,C,0.0, C,0.0,C,0.0, D,0.0,C,0.0, C,0.0,C,0.0, C,0.0,A,0.0,B,1.0, A,0.0, C,0.0, C,0.0, D,0.0, A,0.0, B,1.0,C,0.0, A,0.0,C,0.0,D,0.0, D,0.0,C,0.0,B,1.0, C,0.0, C,0.0,C,0.0, C,0.0, C,0.0,0.34574590364176044,Low
96,id89,Chlorofluorocarbons (CFCs) such as F3CCCl3 are implicated in the decomposition of stratospheric ozone. Which of the following methods would be best suited to measurement of trace amounts (sub-ppb) of CFCs in an air sample?,"Gas chromatographic separation of the air sample on a capillary column followed by electron capture detection (correct)SALILSPLITCHECKGas chromatographic separation of the air sample on a packed column followed by thermal conductivity detectionSALILSPLITCHECKGas chromatographic separation of the air sample on a capillary column followed by flame ionization detectionSALILSPLITCHECKConversion of the sample of the chlorinated compounds to chloride ions, followed by titration with Ag+",A,1.0,A,1.0,A,1.0, A,1.0,A,1.0, A,1.0,A,1.0, D,0.0,A,1.0, A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, B,0.0, A,1.0, A,1.0,A,1.0, B,0.0,A,1.0,A,1.0, B,0.0,A,1.0,A,1.0, A,1.0, A,1.0,A,1.0, A,1.0, A,1.0,0.34574590364176044,Low
28,id25,Estimate the β-hyperfine value for the cyclobutyl radical (C4H7•) assuming the radical is flat and the HCH angle is 115°.,4.6 mT (correct)SALILSPLITCHECK27 GSALILSPLITCHECK5.4 mTSALILSPLITCHECK3.8 mT,The,0.0,C,0.0,C,0.0, B,0.0,C,0.0, D,0.0,C,0.0, D,0.0,A,1.0, C,0.0,C,0.0,D,0.0, C,0.0, A,1.0, A,1.0, C,0.0, D,0.0, B,0.0,C,0.0, B,0.0,C,0.0,D,0.0, D,0.0,C,0.0,B,0.0, C,0.0, C,0.0,A,1.0, C,0.0, D,0.0,0.3457459036417605,Low
80,id74,Calculate the equilibrium polarization of 13C nuclei in a 20.0 T magnetic field at 300 K.,10.8 x 10^-5SALILSPLITCHECK4.11 x 10^-5SALILSPLITCHECK3.43 x 10^-5SALILSPLITCHECK1.71 x 10^-5 (correct),To,0.0,B,0.0,C,0.0, B,0.0,B,0.0, D,1.0,C,0.0, D,1.0,B,0.0, B,0.0,A,0.0,B,0.0, B,0.0, D,1.0, D,1.0, A,0.0, B,0.0, C,0.0,B,0.0, A,0.0,B,0.0,A,0.0, B,0.0,B,0.0,B,0.0, D,1.0, B,0.0,C,0.0, C,0.0, B,0.0,0.3790490217894516,Low
