,instance_id,input.text,references,predicted_text_0,stats.quasi_exact_match_0,predicted_text_1,stats.quasi_exact_match_1,predicted_text_2,stats.quasi_exact_match_2,predicted_text_3,stats.quasi_exact_match_3,predicted_text_4,stats.quasi_exact_match_4,predicted_text_5,stats.quasi_exact_match_5,predicted_text_6,stats.quasi_exact_match_6,predicted_text_7,stats.quasi_exact_match_7,predicted_text_8,stats.quasi_exact_match_8,predicted_text_9,stats.quasi_exact_match_9,predicted_text_10,stats.quasi_exact_match_10,predicted_text_11,stats.quasi_exact_match_11,predicted_text_12,stats.quasi_exact_match_12,predicted_text_13,stats.quasi_exact_match_13,predicted_text_14,stats.quasi_exact_match_14,predicted_text_15,stats.quasi_exact_match_15,predicted_text_16,stats.quasi_exact_match_16,predicted_text_17,stats.quasi_exact_match_17,predicted_text_18,stats.quasi_exact_match_18,predicted_text_19,stats.quasi_exact_match_19,predicted_text_20,stats.quasi_exact_match_20,predicted_text_21,stats.quasi_exact_match_21,predicted_text_22,stats.quasi_exact_match_22,predicted_text_23,stats.quasi_exact_match_23,predicted_text_24,stats.quasi_exact_match_24,predicted_text_25,stats.quasi_exact_match_25,predicted_text_26,stats.quasi_exact_match_26,predicted_text_27,stats.quasi_exact_match_27,predicted_text_28,stats.quasi_exact_match_28,predicted_text_29,stats.quasi_exact_match_29,std,agreement_level
282,id356,"Text: The district court's order sufficiently addressed all permutations of Hixson's deliberate indifference claims and is therefore final. On the merits, we conclude that Hixson did not meet the relevant standards for his deliberate indifference and gross negligence claims. Therefore, we affirm the district court's grant of summary judgment.",Decree (correct), Conclusion,0.0, Issue,0.0, Conclusion,0.0,Issue,0.0,Conclusion,0.0, Issue,0.0,Conclusion,0.0,Conclusion,0.0,Conclusion,0.0, Conclusion,0.0,Conclusion,0.0,Conclusion,0.0, Analysis,0.0, Rule,0.0, Conclusion,0.0, Analysis ,0.0,Conclusion,0.0,Conclusion,0.0, Conclusion,0.0,Analysis,0.0,Conclusion,0.0, Conclusion,0.0, Analysis,0.0," Conclusion, Rule, Analysis",0.0,Conclusion,0.0, Procedural History,0.0,Conclusion,0.0, Procedural History,0.0, Rule,0.0,Conclusion,0.0,0.0,
237,id315,Text: So it is here. The redundancy of which the appellant complains is nothing more than a reflection that certain facts relevant to his sentencing were present in extraordinary or exaggerated degrees. Some examples will suffice to illustrate the point.,Conclusion (correct), Facts,0.0, Facts,0.0, Analysis,0.0,Facts,0.0,Analysis,0.0, Facts,0.0,Facts,0.0,Analysis,0.0,Analysis,0.0, Facts,0.0,Analysis,0.0,Analysis,0.0, Facts,0.0, Rule,0.0, Analysis,0.0, Analysis ,0.0,Analysis,0.0,Analysis,0.0, Analysis,0.0,Analysis,0.0,Analysis,0.0, Analysis,0.0, Analysis,0.0, Analysis,0.0,Analysis,0.0, Procedural History,0.0,Analysis,0.0, Analysis,0.0, Facts,0.0,Analysis,0.0,0.0,
115,id204,"Text: In addition, the Supreme Court ruled in Dillon that a similar sentence-reduction proceeding “[b]y its terms * * * does not authorize a sentencing or resentencing proceeding[,]” but instead “provides for the ‘modification of a term of imprisonment’ *49  **421 by giving courts the power to ‘reduce’ an otherwise final sentence[.]” 560 U.S. at 825, 130 S.Ct. 2683 (brackets omitted). In Dillon, the Court was analyzing Section 3582(c)(2)—which immediately follows Section 3582(c)(1)(B), the provision at issue here. Subsection (c)(2) permits district courts to reduce a prison term for a defendant “who has been sentenced to a term of imprisonment based on a sentencing range that has subsequently been lowered by the Sentencing Commission[.]” 18 U.S.C. § 3582(c)(2). The Court held that, even though proceedings under Section 3582(c)(2) involve consideration of the Section 3553(a) sentencing factors, a district court resolving such a motion for sentence reduction “does not impose a new sentence in the usual sense.” Dillon, 560 U.S. at 827, 130 S.Ct. 2683.",Conclusion (correct), Facts,0.0, Analysis,0.0, Rule,0.0,Rule,0.0,Analysis,0.0, Issue,0.0,Rule,0.0,Analysis,0.0,Analysis,0.0, Rule,0.0,Analysis,0.0,Rule,0.0, Analysis,0.0, Rule,0.0, Facts,0.0, Analysis ,0.0,Analysis,0.0,Analysis,0.0, Function: Rule,0.0,Rule,0.0,Rule,0.0, Rule,0.0, Analysis,0.0, Analysis,0.0,Rule,0.0, Procedural History,0.0,Analysis,0.0, Rule,0.0, Rule,0.0,Rule,0.0,0.0,
118,id207,"Text: Section 404 of the First Step Act “makes possible the fashioning of the most complete relief possible” to address a serious problem of disproportionate and racially inequitable sentencing law. White, 984 F.3d at 90 (brackets omitted) (quoting Albemarle Paper Co. v. Moody, 422 U.S. 405, 421, 95 S.Ct. 2362, 45 L.Ed.2d 280 (1975)). “This is no small matter.” White, 984 F.3d at 90. But neither the statute's text nor its *50 **422 remedial purpose requires that the defendant in every case be given a new opportunity for allocution.",Decree (correct), Facts,0.0, Rule,0.0, Analysis,0.0,Rule,0.0,Analysis,0.0, Rule,0.0,Analysis,0.0,Analysis,0.0,Analysis,0.0, Rule,0.0,Analysis,0.0,Analysis,0.0, Rule,0.0, Rule,0.0, Analysis,0.0, Analysis ,0.0,Analysis,0.0,Analysis,0.0," Text: In this venue, the appellant advances two claims of trial error and a cluster of claims of sentencing error.1 Since none possesses even a pat",0.0,Rule,0.0,Rule,0.0, Analysis,0.0, Analysis,0.0, Analysis,0.0,Analysis,0.0, Rule,0.0,Analysis,0.0, Analysis,0.0, Rule,0.0,Rule,0.0,0.0,
306,id42,"Text: The terms of the specific extradition treaty at issue—between the United States and Poland—suggests no ground for drawing any different conclusion in the specific circumstances. The U.S.-Poland Treaty does not directly address the subject of sovereign immunity against actions in either party's courts. Rather, the Treaty generally provides for the signatory countries to “request extradition ... through the diplomatic channel.” Extradition Treaty Between the United States of America and the Republic of Poland, U.S.-Pol., art. 9, July 10, 1996, T.I.A.S. No. 99-917. And by making use of the Treaty's “diplomatic channel” through a request for assistance from the United States's Executive Branch, Poland did not subject itself to the jurisdiction of United States courts.",Conclusion (correct), Facts,0.0, Rule,0.0, Analysis,0.0,Facts,0.0,Analysis,0.0, Issue,0.0,Analysis,0.0,Analysis,0.0,Analysis,0.0, Rule,0.0,Analysis,0.0,Analysis,0.0, Analysis,0.0, Rule,0.0, Facts,0.0, Analysis ,0.0,Analysis,0.0,Analysis,0.0, Text: The terms of the specific extradition treaty at issue—between the United States and Poland—suggests no ground for drawing any different conclusion in the,0.0,Facts,0.0,Rule,0.0, Analysis,0.0, Analysis,0.0, Analysis,0.0,Factual History,0.0, Issue,0.0,Analysis,0.0, Procedural History,0.0, Rule,0.0,Analysis,0.0,0.0,
280,id354,"Text: Amidst a wave of similar state action across the country, North Carolina has enacted legislation to restrict the availability of abortions and impose heightened requirements on abortion providers and women seeking abortions. Given these facts, we cannot reasonably assume that the abortion ban that North Carolina keeps on its books is “largely symbolic.” Duling, 782 F.2d at 1207. Accordingly, we agree with the district court that the Providers have established a credible threat of prosecution and therefore have standing to bring this suit. The judgment of the district court is thus affirmed. ",Decree (correct), Facts,0.0, Conclusion,0.0, Facts,0.0,Facts,0.0,Conclusion,0.0, Issue,0.0,Analysis,0.0,Conclusion,0.0,Conclusion,0.0, Facts,0.0,Conclusion,0.0,Function: Analysis,0.0, Analysis,0.0, Rule,0.0, Conclusion,0.0, Analysis ,0.0,Conclusion,0.0,Conclusion,0.0," Text: Amidst a wave of similar state action across the country, North Carolina has enacted legislation to restrict the availability of abortions and impose heightened requirements on",0.0,Facts,0.0,Conclusion,0.0, Conclusion,0.0, Analysis,0.0, Issue: whether the providers have standing to bring this suit given North Carolina's abortion legislation,0.0,Conclusion,0.0, Issue,0.0,Facts,0.0, Conclusion,0.0," Facts, Rule, Analysis, Conclusion, Decree",0.0,Facts,0.0,0.0,
309,id45,"Text: Khochinsky's claims against Poland satisfy neither requirement. First, as the district court observed, the extradition proceeding was brought by the United States, not Poland, and at no point did Poland “intervene in the extradition proceeding or appear as a party in the proceeding at all.” Khochinsky, 2019 WL 5789740, at *6. Second, Khochinsky brings his current claims in an entirely distinct action, one that he, not the foreign state, initiated. Those claims, then, are not counterclaims, much less counterclaims in an action brought by a foreign state. Khochinsky responds that he was unable to assert his claims in the original “action,” i.e., the extradition proceeding. But that only confirms that an extradition proceeding is not the sort of action as to which the FSIA's counterclaim exception generally applies.",Conclusion (correct), Facts,0.0, Issue,0.0, Analysis,0.0,Facts,0.0,Analysis,0.0, Issue,0.0,Analysis,0.0,Analysis,0.0,Analysis,0.0, Analysis,0.0,Analysis,0.0,Analysis,0.0, Analysis,0.0, Rule,0.0, Analysis,0.0, Analysis ,0.0,Analysis,0.0,Analysis,0.0, Analysis,0.0,Facts,0.0,Analysis,0.0, Analysis,0.0, Analysis,0.0, Analysis,0.0,Analysis,0.0, Issue,0.0,Analysis,0.0, Analysis,0.0, Analysis,0.0,Analysis,0.0,0.0,
265,id340,"Text: We review de novo the district court's dismissal of appellants’ complaint for lack of subject matter jurisdiction. Moore v. Frazier, 941 F.3d 717, 721 (4th Cir. 2019).",Decree (correct), Rule,0.0, Rule,0.0, Rule,0.0,Rule,0.0,Rule,0.0, Issue,0.0,Rule,0.0,Issue,0.0,Rule,0.0, Rule,0.0,Analysis,0.0,Rule,0.0, Analysis,0.0, Rule,0.0, Facts,0.0, Procedural History and Analysis. ,0.0,Rule,0.0,Rule,0.0, Rule,0.0,Rule,0.0,Rule,0.0, Rule,0.0, Analysis,0.0, Rule,0.0,Rule,0.0, Procedural History,0.0,Facts,0.0, Procedural History,0.0, Rule,0.0,Procedural History,0.0,0.0,
101,id191,Text: Lawrence timely appealed.,Rule (correct), Facts,0.0, Procedural History,0.0, Procedural History,0.0,Procedural History,0.0,Procedural History,0.0, Issue,0.0,Facts,0.0,Issue,0.0,Procedural History,0.0, Procedural History,0.0,Procedural History,0.0,Procedural History,0.0, Facts,0.0, Issue,0.0, Procedural History,0.0, Procedural History ,0.0,Procedural History,0.0,Procedural History,0.0, Procedural History,0.0,Facts,0.0,Procedural History,0.0, Procedural History,0.0, Procedural History,0.0, Procedure,0.0,Procedural History,0.0, Procedural History,0.0,Facts,0.0, Procedural History,0.0, Procedural History,0.0,Procedural History,0.0,0.0,
240,id318,"Text: On appeal, Casiano argues that his plea was invalid because he entered it without knowing that he was waiving his right to appeal the denial of his suppression motion.",Decree (correct), Facts,0.0, Issue,0.0, Issue,0.0,Issue,0.0,Issue,0.0, Issue,0.0,Issue,0.0,Issue,0.0,Issue,0.0, Issue,0.0,Issue,0.0,Issue,0.0, Issue,0.0, Issue,0.0, Issue,0.0, Procedural History ,0.0,Issue,0.0,Issue,0.0, Issue,0.0,Facts,0.0,Issue,0.0, Issue,0.0, Issue,0.0, Issue,0.0,Issue,0.0, Procedural History,0.0,Facts,0.0, Procedural History,0.0, Facts,0.0,Issue,0.0,0.0,
236,id314,"Text: Although the appellant does not use the term, this argument is nothing more than a jeremiad against what the appellant perceives as double-counting *98 (that is, the use of a particular fact in more than one way in the sentencing calculus).",Conclusion (correct), Rule,0.0, Issue,0.0, Analysis,0.0,Rule,0.0,Analysis,0.0, Issue,0.0,Analysis,0.0,Analysis,0.0,Analysis,0.0, Issue,0.0,Analysis,0.0,Analysis,0.0, Analysis,0.0, Rule,0.0, Analysis,0.0, Analysis ,0.0,Analysis,0.0,Analysis,0.0, Analysis,0.0,Analysis,0.0,Analysis,0.0, Analysis,0.0, Analysis,0.0, Analysis,0.0,Analysis,0.0, Procedural History,0.0,Analysis,0.0, Analysis,0.0, Facts,0.0,Issue,0.0,0.0,
235,id313,"Text: The appellant's last claim of procedural error posits that the sentencing court erred by relying on factors “already accounted for in the Guideline[s].” Specifically, he submits that the court below — once it had settled upon the proper GSR — should not have considered “amount of loss,” “substantial financial hardship,” “obstruction of justice, and the ten-year duration of the fraudulent conduct.” These factors, he says, already were considered by the court in formulating enhancements that merged into the ultimate GSR calculation and should not have been considered again in fashioning an upward variance.",Conclusion (correct), Facts,0.0, Issue,0.0, Issue,0.0,Issue,0.0,Analysis,0.0, Issue,0.0,Analysis,0.0,Analysis,0.0,Analysis,0.0, Issue,0.0,Issue,0.0,Analysis,0.0, Analysis,0.0, Rule,0.0, Facts,0.0, Analysis ,0.0,Analysis,0.0,Analysis,0.0, Text: The appellant's last claim of procedural error posits that the sentencing court erred by relying on factors ��already accounted for in the,0.0,Rule,0.0,Issue,0.0, Issue,0.0, Analysis,0.0," Issue. The paragraph presents the appellant's claim that the sentencing court erred in considering certain factors, and it is necessary for the court to resolve this",0.0,Issue,0.0, Issue,0.0,Issue,0.0, Analysis,0.0, Issue,0.0,Issue,0.0,0.0,
177,id260,Text: Affirmed.,Procedural History (correct), Decree,0.0, Decree,0.0, Decree,0.0,Decree,0.0,Decree,0.0, Issue,0.0,Decree,0.0,Decree,0.0,Decree,0.0, Decree,0.0,Decree,0.0,Decree,0.0, Conclusion,0.0, Rule,0.0, Decree,0.0, Conclusion ,0.0,Decree,0.0,Facts,0.0, Decree,0.0,Decree,0.0,Decree,0.0, Decree,0.0, Decree,0.0, Decree,0.0,Decree,0.0, Rule,0.0,Decree,0.0, Decree,0.0, Decree,0.0,Decree,0.0,0.0,
78,id170,Text: The petitions for review are dismissed.,Procedural History (correct), Facts,0.0, Decree,0.0, Decree,0.0,Decree,0.0,Decree,0.0, Issue,0.0,Decree,0.0,Decree,0.0,Decree,0.0, Decree,0.0,Decree,0.0,Decree,0.0, Conclusion,0.0, Rule,0.0, Decree,0.0, Conclusion ,0.0,Decree,0.0,Decree,0.0, Decree,0.0,Decree,0.0,Decree,0.0, Decree,0.0, Decree,0.0, Decree,0.0,Decree,0.0, Rule,0.0,Decree,0.0, Conclusion,0.0, Decree,0.0,Decree,0.0,0.0,
245,id322,Text: Petitioner asserts that the Challenged Agreements are justified by two procompetitive effects: reduced litigation costs and protecting Petitioner's trademark rights.,Decree (correct), Facts,0.0, Issue,0.0, Facts,0.0,Rule,0.0,Issue,0.0, Issue,0.0,Issue,0.0,Issue,0.0,Issue,0.0, Issue,0.0,Facts,0.0,Issue,0.0, Facts,0.0, Rule,0.0, Facts,0.0, Analysis ,0.0,Analysis,0.0,Facts,0.0, Facts,0.0,Rule,0.0,Facts,0.0, Facts,0.0, Analysis,0.0, Issue,0.0,Rule,0.0, Procedural History,0.0,Facts,0.0, Rule,0.0, Facts,0.0,Issue,0.0,0.0,
262,id338,"Text: Appellants argue that the District Court misapplied American Pipe, and that class members should not be forced to wait until after a certification decision to benefit from the doctrine.",Decree (correct), Rule,0.0, Issue,0.0, Issue,0.0,Issue,0.0,Issue,0.0, Issue,0.0,Issue,0.0,Issue,0.0,Issue,0.0, Issue,0.0,Issue,0.0,Issue,0.0, Issue,0.0, Rule,0.0, Facts,0.0, Analysis ,0.0,Issue,0.0,Issue,0.0, Issue,0.0,Issue,0.0,Issue,0.0, Issue,0.0, Analysis,0.0, Issue,0.0,Analysis,0.0, Procedural History,0.0,Facts,0.0, Issue,0.0, Issue,0.0,Issue,0.0,0.0,
76,id169,"Text: The exchanges are concerned that had they “waited until the Commission's approval of the New Consolidated Data Plan to file petitions for review,” those petitions would have been “untimely.” Pet'rs’ Suppl. Br. 5. Given our conclusion that the Governance Order is not “final” within the meaning of Exchange Act section 25, the exchanges no longer face that risk. 15",Decree (correct), Facts,0.0, Issue,0.0, Analysis,0.0,Facts,0.0,Facts,0.0, Issue,0.0,Facts,0.0,Analysis,0.0,Analysis,0.0, Facts,0.0,Analysis,0.0,Analysis,0.0, Analysis,0.0, Rule,0.0, Facts,0.0, Analysis ,0.0,Analysis,0.0,Facts,0.0, Text: The exchanges are concerned that had they ��waited until the Commission's approval of the New Consolidated Data Plan to file petitions for review,0.0,Rule,0.0,Conclusion,0.0, Analysis,0.0, Analysis,0.0, Analysis,0.0,Analysis,0.0, Procedural History,0.0,Facts,0.0, Procedural History,0.0, Facts,0.0,Analysis,0.0,0.0,
247,id324,"Text: On appeal, Garlick argues that the state court's decision approving the admission of the autopsy report through a surrogate witness at trial was an unreasonable application of clearly established federal law under the AEDPA. See 28 U.S.C. § 2254(d)(1).",Decree (correct), Facts,0.0, Issue,0.0, Issue,0.0,Issue,0.0,Issue,0.0, Issue,0.0,Issue,0.0,Issue,0.0,Issue,0.0, Issue,0.0,Issue,0.0,Issue,0.0, Analysis,0.0, Rule,0.0, Issue,0.0, Analysis ,0.0,Issue,0.0,Issue,0.0," Text: On appeal, Garlick argues that the state court's decision approving the admission of the autopsy report through a surrogate witness at trial was an",0.0,Rule,0.0,Issue,0.0, Issue,0.0, Issue,0.0, Issue,0.0,Issue,0.0, Procedural History,0.0,Facts,0.0, Procedural History,0.0, Rule,0.0,Issue,0.0,0.0,
