,instance_id,input.text,predicted_text_0,stats.exact_match_0,num_words_0,predicted_text_1,stats.exact_match_1,num_words_1,predicted_text_2,stats.exact_match_2,num_words_2,predicted_text_3,stats.exact_match_3,num_words_3,predicted_text_4,stats.exact_match_4,num_words_4,predicted_text_5,stats.exact_match_5,num_words_5,predicted_text_6,stats.exact_match_6,num_words_6,predicted_text_7,stats.exact_match_7,num_words_7,predicted_text_8,stats.exact_match_8,num_words_8,predicted_text_9,stats.exact_match_9,num_words_9,predicted_text_10,stats.exact_match_10,num_words_10,predicted_text_11,stats.exact_match_11,num_words_11,predicted_text_12,stats.exact_match_12,num_words_12,predicted_text_13,stats.exact_match_13,num_words_13,predicted_text_14,stats.exact_match_14,num_words_14,predicted_text_15,stats.exact_match_15,num_words_15,predicted_text_16,stats.exact_match_16,num_words_16,predicted_text_17,stats.exact_match_17,num_words_17,predicted_text_18,stats.exact_match_18,num_words_18,predicted_text_19,stats.exact_match_19,num_words_19,predicted_text_20,stats.exact_match_20,num_words_20,predicted_text_21,stats.exact_match_21,num_words_21,predicted_text_22,stats.exact_match_22,num_words_22,predicted_text_23,stats.exact_match_23,num_words_23,predicted_text_24,stats.exact_match_24,num_words_24,predicted_text_25,stats.exact_match_25,num_words_25,predicted_text_26,stats.exact_match_26,num_words_26,predicted_text_27,stats.exact_match_27,num_words_27,predicted_text_28,stats.exact_match_28,num_words_28,predicted_text_29,stats.exact_match_29,num_words_29,std,agreement_level
84,id61,"An ARMA(p,q) (p, q are integers bigger than zero) model will have", A,1.0,13,B,0.0,13, B,0.0,13,D,0.0,13,D,0.0,13, D,0.0,13,C,0.0,13, D,0.0,13, D,0.0,13, D,0.0,13, B,0.0,13,B,0.0,13, B,0.0,13,C,0.0,13, A,1.0,13,D,0.0,13,B,0.0,13,D,0.0,13, C,0.0,13,B,0.0,13,D,0.0,13,D,0.0,13, C,0.0,13, B,0.0,13, C,0.0,13,B,0.0,13,B,0.0,13, C,0.0,13, D,0.0,13, B,0.0,13,0.2537081317024625,High
44,id23,A parsimonious model is one that, A,1.0,7,B,0.0,7, A,1.0,7,B,0.0,7,B,0.0,7, B,0.0,7,B,0.0,7, B,0.0,7, B,0.0,7, B,0.0,7, E,0.0,7,B,0.0,7, B,0.0,7,B,0.0,7, B,0.0,7,B,0.0,7,B,0.0,7,B,0.0,7, B,0.0,7,B,0.0,7,B,0.0,7,B,0.0,7, B,0.0,7, B,0.0,7, B,0.0,7,B,0.0,7,B,0.0,7, B,0.0,7, B,0.0,7, B,0.0,7,0.2537081317024625,High
58,id37,"Which of the following is an equivalent expression for saying that the explanatory variable is ""non-stochastic""?", A,0.0,17,D,0.0,17, B,1.0,17,B,1.0,17,B,1.0,17, B,1.0,17,B,1.0,17, B,1.0,17, B,1.0,17, B,1.0,17, C,0.0,17,B,1.0,17, B,1.0,17,B,1.0,17, B,1.0,17,B,1.0,17,B,1.0,17,B,1.0,17, B,1.0,17,B,1.0,17,B,1.0,17,B,1.0,17, B,1.0,17, B,1.0,17, B,1.0,17,B,1.0,17,B,1.0,17, B,1.0,17, B,1.0,17, B,1.0,17,0.30512857662936443,High
2,id101,"Consider the following AR(2) process:

yt = 1.5 yt-1 - 0.5 yt-2 + ut

This is a", A,0.0,18,A,0.0,18, B,1.0,18,C,0.0,18,A,0.0,18, B,1.0,18,A,0.0,18, D,0.0,18, C,0.0,18, C,0.0,18, C,0.0,18,A,0.0,18, A,0.0,18,A,0.0,18, C,0.0,18,A,0.0,18,A,0.0,18,A,0.0,18, D,0.0,18,A,0.0,18,A,0.0,18,B,1.0,18, A,0.0,18, A,0.0,18, D,0.0,18,A,0.0,18,A,0.0,18, A,0.0,18, A,0.0,18, A,0.0,18,0.3051285766293646,High
45,id24,Which of the following is NOT a feature of continuously compounded returns (i.e. log-returns)?, B,0.0,15,D,0.0,15, C,1.0,15,D,0.0,15,B,0.0,15, D,0.0,15,D,0.0,15, D,0.0,15, D,0.0,15, D,0.0,15, D,0.0,15,D,0.0,15, D,0.0,15,D,0.0,15, A,0.0,15,D,0.0,15,C,1.0,15,D,0.0,15, D,0.0,15,C,1.0,15,D,0.0,15,D,0.0,15, D,0.0,15, D,0.0,15, D,0.0,15,D,0.0,15,D,0.0,15, D,0.0,15, D,0.0,15, D,0.0,15,0.3051285766293646,High
0,id10,"Consider the following MA(3) process

yt = μ + Εt + θ1Εt-1 + θ2Εt-2 + θ3Εt-3 , where σt is a zero mean white noise process with variance σ2.

Which of the following statements are true?

i) The process yt has zero mean

ii) The autocorrelation function will have a zero value at lag 5

iii) The process yt has variance σ2

iv) The autocorrelation function will have a value of one at lag 0", C,0.0,76,C,0.0,76, A,1.0,76,B,0.0,76,B,0.0,76, C,0.0,76,B,0.0,76, D,0.0,76, D,0.0,76, D,0.0,76, C,0.0,76,C,0.0,76, B,0.0,76,D,0.0,76, C,0.0,76,D,0.0,76,D,0.0,76,B,0.0,76, D,0.0,76,A,1.0,76,C,0.0,76,D,0.0,76, B,0.0,76, D,0.0,76, D,0.0,76,D,0.0,76,A,1.0,76, C,0.0,76, C,0.0,76, D,0.0,76,0.30512857662936466,High
71,id5,Suppose that a test that the true value of the intercept coefficient is zero results in non-rejection. What would be the appropriate conclusion?, C,0.0,24,B,1.0,24, B,1.0,24,B,1.0,24,B,1.0,24, B,1.0,24,B,1.0,24, B,1.0,24, B,1.0,24, B,1.0,24, B,1.0,24,B,1.0,24, B,1.0,24,B,1.0,24, C,0.0,24,B,1.0,24,B,1.0,24,B,1.0,24, B,1.0,24,B,1.0,24,B,1.0,24,B,1.0,24, B,1.0,24, B,1.0,24, B,1.0,24,B,1.0,24,B,1.0,24, A,0.0,24, B,1.0,24, B,1.0,24,0.30512857662936466,High
61,id40,What will be the properties of the OLS estimator in the presence of multicollinearity?, A,1.0,15,B,0.0,15, A,1.0,15,B,0.0,15,B,0.0,15, B,0.0,15,B,0.0,15, B,0.0,15, B,0.0,15, B,0.0,15, D,0.0,15,B,0.0,15, B,0.0,15,B,0.0,15, C,0.0,15,B,0.0,15,B,0.0,15,B,0.0,15, B,0.0,15,B,0.0,15,B,0.0,15,B,0.0,15, B,0.0,15, B,0.0,15, B,0.0,15,B,0.0,15,B,0.0,15, A,1.0,15, B,0.0,15, B,0.0,15,0.30512857662936466,High
22,id12,Near multicollinearity occurs when, D,1.0,5,D,1.0,5, B,0.0,5,D,1.0,5,D,1.0,5, D,1.0,5,D,1.0,5, D,1.0,5, D,1.0,5, D,1.0,5, D,1.0,5,D,1.0,5, D,1.0,5,D,1.0,5, B,0.0,5,D,1.0,5,D,1.0,5,D,1.0,5, D,1.0,5,D,1.0,5,D,1.0,5,D,1.0,5, D,1.0,5, D,1.0,5, D,1.0,5,D,1.0,5,D,1.0,5, B,0.0,5, D,1.0,5, D,1.0,5,0.30512857662936466,High
70,id49,Including relevant lagged values of the dependent variable on the right hand side of a regression equation could lead to which one of the following?, C,0.0,26,B,0.0,26, B,0.0,26,D,0.0,26,D,0.0,26, C,0.0,26,D,0.0,26, D,0.0,26, D,0.0,26, D,0.0,26, C,0.0,26,A,1.0,26, D,0.0,26,C,0.0,26, D,0.0,26,D,0.0,26,D,0.0,26,D,0.0,26, D,0.0,26,D,0.0,26,A,1.0,26,D,0.0,26, D,0.0,26, D,0.0,26, A,1.0,26,D,0.0,26,A,1.0,26, D,0.0,26, D,0.0,26, D,0.0,26,0.3457459036417604,High
75,id53,"Which of the following statements are true concerning information criteria?

(i) Adjusted R-squared is an information criterion

(ii) If the residual sum of squares falls when an additional term is added, the value of the information criterion will fall

(iii) Akaike's information criterion always leads to model orders that are at least as large as those of Schwarz's information criterion

(iv) Akaike's information criterion is consistent", C,0.0,67,D,0.0,67, D,0.0,67,A,0.0,67,A,0.0,67, C,0.0,67,B,1.0,67, D,0.0,67, C,0.0,67, C,0.0,67, D,0.0,67,C,0.0,67, A,0.0,67,D,0.0,67, B,1.0,67,C,0.0,67,D,0.0,67,A,0.0,67, D,0.0,67,A,0.0,67,C,0.0,67,D,0.0,67, B,1.0,67, A,0.0,67, D,0.0,67,A,0.0,67,B,1.0,67, D,0.0,67, D,0.0,67, A,0.0,67,0.3457459036417604,High
78,id56,"If a series, y, follows a random walk with drift b, what is the optimal one-step ahead forecast of the change in y?", C,0.0,24,B,0.0,24, B,0.0,24,B,0.0,24,B,0.0,24, D,1.0,24,B,0.0,24, D,1.0,24, B,0.0,24, B,0.0,24, C,0.0,24,B,0.0,24, B,0.0,24,B,0.0,24, C,0.0,24,B,0.0,24,B,0.0,24,B,0.0,24, A,0.0,24,B,0.0,24,A,0.0,24,D,1.0,24, B,0.0,24, B,0.0,24, B,0.0,24,B,0.0,24,B,0.0,24, D,1.0,24, B,0.0,24, B,0.0,24,0.3457459036417604,High
102,id78,Which of the following is a typical characteristic of financial asset return time-series?, A,0.0,14,A,0.0,14, B,0.0,14,B,0.0,14,B,0.0,14, C,0.0,14,C,0.0,14, C,0.0,14, D,1.0,14, D,1.0,14, C,0.0,14,C,0.0,14, C,0.0,14,C,0.0,14, C,0.0,14,C,0.0,14,B,0.0,14,B,0.0,14, C,0.0,14,B,0.0,14,C,0.0,14,C,0.0,14, C,0.0,14, B,0.0,14, A,0.0,14,D,1.0,14,B,0.0,14, B,0.0,14, C,0.0,14, D,1.0,14,0.3457459036417604,High
125,id99,"Suppose that we are interested in testing the null hypothesis that a GARCH(2,2) model can be restricted to a process with a constant conditional variance using the likelihood ratio test approach. Which of the following statements are true?", B,0.0,39,A,0.0,39, A,0.0,39,A,0.0,39,A,0.0,39, D,0.0,39,A,0.0,39, A,0.0,39, A,0.0,39, A,0.0,39, A,0.0,39,A,0.0,39, A,0.0,39,A,0.0,39, C,1.0,39,A,0.0,39,C,1.0,39,A,0.0,39, D,0.0,39,A,0.0,39,A,0.0,39,A,0.0,39, A,0.0,39, C,1.0,39, A,0.0,39,C,1.0,39,A,0.0,39, B,0.0,39, A,0.0,39, A,0.0,39,0.3457459036417604,High
97,id73,"Consider the OLS estimator for the standard error of the slope coefficient. Which of the following statement(s) is (are) true?

(i) The standard error will be positively related to the residual variance

(ii) The standard error will be negatively related to the dispersion of the observations on the explanatory variable about their mean value

(iii) The standard error will be negatively related to the sample size

(iv) The standard error gives a measure of the precision of the coefficient estimate.", C,0.0,81,D,1.0,81, D,1.0,81,D,1.0,81,D,1.0,81, C,0.0,81,D,1.0,81, D,1.0,81, D,1.0,81, D,1.0,81, D,1.0,81,D,1.0,81, D,1.0,81,D,1.0,81, C,0.0,81,D,1.0,81,D,1.0,81,D,1.0,81, D,1.0,81,D,1.0,81,C,0.0,81,D,1.0,81, D,1.0,81, D,1.0,81, D,1.0,81,D,1.0,81,D,1.0,81, D,1.0,81, D,1.0,81, D,1.0,81,0.34574590364176044,High
53,id32,"Which of the following statements are true concerning a comparison between ARCH(q) and GARCH(1,1) models?

i) The ARCH(q) model is likely to be the more parsimonious


ii) The ARCH(q) model is the more likely to violate non-negativity constraints


iii) The ARCH(q) model can allow for an infinite number of previous lags of squared

returns to affect the current conditional variance


iv) The GARCH(1,1) model will usually be sufficient to capture all of the dependence

in the conditional variance", C,0.0,79,D,0.0,79, D,0.0,79,A,1.0,79,A,1.0,79, C,0.0,79,B,0.0,79, D,0.0,79, B,0.0,79, B,0.0,79, C,0.0,79,C,0.0,79, B,0.0,79,D,0.0,79, C,0.0,79,B,0.0,79,D,0.0,79,A,1.0,79, D,0.0,79,B,0.0,79,C,0.0,79,D,0.0,79, B,0.0,79, B,0.0,79, D,0.0,79,B,0.0,79,A,1.0,79, D,0.0,79, C,0.0,79, C,0.0,79,0.34574590364176044,High
42,id21,Which of the following statements concerning the regression population and sample is FALSE?, C,1.0,14,C,1.0,14, A,0.0,14,C,1.0,14,C,1.0,14, C,1.0,14,C,1.0,14, C,1.0,14, C,1.0,14, C,1.0,14, C,1.0,14,C,1.0,14, C,1.0,14,C,1.0,14, D,0.0,14,C,1.0,14,C,1.0,14,C,1.0,14, C,1.0,14,C,1.0,14,C,1.0,14,D,0.0,14, C,1.0,14, C,1.0,14, C,1.0,14,C,1.0,14,C,1.0,14, B,0.0,14, C,1.0,14, C,1.0,14,0.34574590364176044,High
76,id54,"The ""within transform"" involves", C,0.0,5,B,1.0,5, B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5,B,1.0,5, B,1.0,5, B,1.0,5, B,1.0,5, A,0.0,5,B,1.0,5, B,1.0,5,B,1.0,5, D,0.0,5,B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5, B,1.0,5, B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5, D,0.0,5, B,1.0,5,0.3457459036417605,High
64,id43,The order condition is, C,0.0,5,B,1.0,5, A,0.0,5,B,1.0,5,B,1.0,5, B,1.0,5,B,1.0,5, D,0.0,5, B,1.0,5, B,1.0,5, B,1.0,5,B,1.0,5, B,1.0,5,B,1.0,5, C,0.0,5,B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5,B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5, B,1.0,5, B,1.0,5,B,1.0,5,B,1.0,5, B,1.0,5, B,1.0,5, B,1.0,5,0.3457459036417605,High
117,id91,Which of the following statements is TRUE concerning OLS estimation?, C,0.0,11,B,1.0,11, A,0.0,11,B,1.0,11,B,1.0,11, B,1.0,11,B,1.0,11, B,1.0,11, B,1.0,11, B,1.0,11, D,0.0,11,B,1.0,11, B,1.0,11,B,1.0,11, C,0.0,11,B,1.0,11,B,1.0,11,B,1.0,11, B,1.0,11,B,1.0,11,B,1.0,11,B,1.0,11, B,1.0,11, B,1.0,11, B,1.0,11,B,1.0,11,B,1.0,11, B,1.0,11, B,1.0,11, B,1.0,11,0.3457459036417605,High
38,id17,Which one of the following is the most appropriate definition of a 99% confidence interval?, A,1.0,16,B,0.0,16, B,0.0,16,A,1.0,16,A,1.0,16, A,1.0,16,A,1.0,16, A,1.0,16, A,1.0,16, A,1.0,16, B,0.0,16,A,1.0,16, A,1.0,16,A,1.0,16, A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16, A,1.0,16,A,1.0,16,A,1.0,16,B,0.0,16, A,1.0,16, A,1.0,16, A,1.0,16,A,1.0,16,A,1.0,16, A,1.0,16, A,1.0,16, A,1.0,16,0.3457459036417605,High
4,id103,The residual from a standard regression model is defined as, A,0.0,11,B,0.0,11, B,0.0,11,C,1.0,11,C,1.0,11, C,1.0,11,C,1.0,11, C,1.0,11, C,1.0,11, C,1.0,11, C,1.0,11,C,1.0,11, C,1.0,11,C,1.0,11, B,0.0,11,C,1.0,11,C,1.0,11,C,1.0,11, C,1.0,11,C,1.0,11,C,1.0,11,C,1.0,11, C,1.0,11, C,1.0,11, C,1.0,11,C,1.0,11,C,1.0,11, C,1.0,11, C,1.0,11, C,1.0,11,0.34574590364176055,High
54,id33,"Which of the following statements are true concerning a triangular or recursive system?

i) The parameters can be validly estimated using separate applications of OLS to

each equation


ii) The independent variables may be correlated with the error terms in other

equations


iii) An application of 2SLS would lead to unbiased but inefficient parameter estimates


iv) The independent variables may be correlated with the error terms in the equations

in which they appear as independent variables", D,0.0,77,C,1.0,77, D,0.0,77,B,0.0,77,B,0.0,77, C,1.0,77,D,0.0,77, D,0.0,77, B,0.0,77, B,0.0,77, C,1.0,77,C,1.0,77, A,0.0,77,D,0.0,77, D,0.0,77,A,0.0,77,D,0.0,77,B,0.0,77, D,0.0,77,B,0.0,77,C,1.0,77,D,0.0,77, D,0.0,77, B,0.0,77, D,0.0,77,D,0.0,77,B,0.0,77, D,0.0,77, D,0.0,77, B,0.0,77,0.3790490217894516,High
67,id46,Which of the following statements is true concerning the population regression function (PRF) and sample regression function (SRF)?, C,0.0,19,D,1.0,19, A,0.0,19,D,1.0,19,D,1.0,19, D,1.0,19,D,1.0,19, D,1.0,19, D,1.0,19, D,1.0,19, A,0.0,19,D,1.0,19, D,1.0,19,D,1.0,19, B,0.0,19,D,1.0,19,D,1.0,19,D,1.0,19, D,1.0,19,D,1.0,19,D,1.0,19,D,1.0,19, D,1.0,19, D,1.0,19, D,1.0,19,D,1.0,19,D,1.0,19, C,0.0,19, D,1.0,19, D,1.0,19,0.3790490217894516,High
104,id8,"An ""ex ante"" forecasting model is one which", B,0.0,9,B,0.0,9, A,0.0,9,B,0.0,9,B,0.0,9, B,0.0,9,B,0.0,9, B,0.0,9, C,1.0,9, C,1.0,9, A,0.0,9,A,0.0,9, B,0.0,9,B,0.0,9, D,0.0,9,A,0.0,9,C,1.0,9,B,0.0,9, A,0.0,9,C,1.0,9,B,0.0,9,B,0.0,9, B,0.0,9, B,0.0,9, B,0.0,9,D,0.0,9,C,1.0,9, B,0.0,9, B,0.0,9, A,0.0,9,0.3790490217894516,High
35,id14,"Which of the following statements are true concerning the class of ARIMA(p,d,q) models?

(i) The ""I"" stands for independent

(ii) An ARIMA(p,1,q) model estimated on a series of logs of prices is equivalent to an ARIMA(p,0,q) model estimated on a set of continuously compounded returns

(iii) It is plausible for financial time series that the optimal value of d could be 2 or 3.

(iv) The estimation of ARIMA models is incompatible with the notion of cointegration", C,0.0,78,D,0.0,78, D,0.0,78,B,0.0,78,C,0.0,78, C,0.0,78,B,0.0,78, D,0.0,78, B,0.0,78, B,0.0,78, A,1.0,78,C,0.0,78, C,0.0,78,B,0.0,78, C,0.0,78,B,0.0,78,B,0.0,78,A,1.0,78, B,0.0,78,A,1.0,78,C,0.0,78,D,0.0,78, B,0.0,78, C,0.0,78, D,0.0,78,A,1.0,78,A,1.0,78, C,0.0,78, D,0.0,78, C,0.0,78,0.3790490217894517,High
25,id122,"Consider the following sample autocorrelation estimates obtained using 250 data points:

1) Lag 1 2 3

2) Coefficient 0.2 -0.15 -0.1

3) Assuming that the coefficients are approximately normally distributed, which of the coefficients are statistically significant at the 5% level?", D,0.0,42,C,0.0,42, B,1.0,42,D,0.0,42,D,0.0,42, C,0.0,42,D,0.0,42, D,0.0,42, D,0.0,42, D,0.0,42, D,0.0,42,D,0.0,42, D,0.0,42,C,0.0,42, D,0.0,42,D,0.0,42,D,0.0,42,D,0.0,42, A,0.0,42,D,0.0,42,B,1.0,42,A,0.0,42, D,0.0,42, A,0.0,42, C,0.0,42,B,1.0,42,D,0.0,42, B,1.0,42, D,0.0,42, B,1.0,42,0.3790490217894517,High
121,id95,A Hausman test would be used for, A,0.0,8,A,0.0,8, A,0.0,8,C,0.0,8,B,1.0,8, A,0.0,8,C,0.0,8, A,0.0,8, C,0.0,8, C,0.0,8, D,0.0,8,A,0.0,8, C,0.0,8,C,0.0,8, D,0.0,8,C,0.0,8,B,1.0,8,C,0.0,8, D,0.0,8,C,0.0,8,C,0.0,8,B,1.0,8, C,0.0,8, A,0.0,8, B,1.0,8,C,0.0,8,C,0.0,8, B,1.0,8, C,0.0,8, C,0.0,8,0.3790490217894517,High
85,id62,"Suppose that the following regression is estimated using 27 quarterly observations:

$y_t = \beta_1 + \beta_2 x_2 + \beta_3 x_{3t} + u_t$

What is the appropriate critical value for a 2-sided 5% size of test of $H_0: \beta_3 = 1$?", B,0.0,41,D,0.0,41, B,0.0,41,D,0.0,41,D,0.0,41, D,0.0,41,D,0.0,41, D,0.0,41, B,0.0,41, B,0.0,41, B,0.0,41,D,0.0,41, D,0.0,41,D,0.0,41, C,1.0,41,D,0.0,41,C,1.0,41,D,0.0,41, D,0.0,41,C,1.0,41,D,0.0,41,C,1.0,41, D,0.0,41, C,1.0,41, D,0.0,41,D,0.0,41,D,0.0,41, D,0.0,41, D,0.0,41, B,0.0,41,0.3790490217894517,High
