,instance_id,input.text,references,predicted_text_0,stats.exact_match_0,predicted_text_1,stats.exact_match_1,predicted_text_2,stats.exact_match_2,predicted_text_3,stats.exact_match_3,predicted_text_4,stats.exact_match_4,predicted_text_5,stats.exact_match_5,predicted_text_6,stats.exact_match_6,predicted_text_7,stats.exact_match_7,predicted_text_8,stats.exact_match_8,predicted_text_9,stats.exact_match_9,predicted_text_10,stats.exact_match_10,predicted_text_11,stats.exact_match_11,predicted_text_12,stats.exact_match_12,predicted_text_13,stats.exact_match_13,predicted_text_14,stats.exact_match_14,predicted_text_15,stats.exact_match_15,predicted_text_16,stats.exact_match_16,predicted_text_17,stats.exact_match_17,predicted_text_18,stats.exact_match_18,predicted_text_19,stats.exact_match_19,predicted_text_20,stats.exact_match_20,predicted_text_21,stats.exact_match_21,predicted_text_22,stats.exact_match_22,predicted_text_23,stats.exact_match_23,predicted_text_24,stats.exact_match_24,predicted_text_25,stats.exact_match_25,predicted_text_26,stats.exact_match_26,predicted_text_27,stats.exact_match_27,predicted_text_28,stats.exact_match_28,predicted_text_29,stats.exact_match_29,std,agreement_level
39,id33,"International trade will almost always benefit both countries, so why do countries try to protect their own firms from exposure to the world market?","Irrationality on the part of the leadershipSALILSPLITCHECKCosts of free trade are concentrated, but benefits are dispersed (correct)SALILSPLITCHECKRegime typeSALILSPLITCHECKInternational conflict prevents trade",B,1.0,B,1.0,B,1.0,B,1.0, A,0.0,B,1.0,B,1.0, B,1.0, D,0.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0,0.2537081317024625,Medium
35,id29,Why is there so much uncertainty over which states have nuclear weapons?,"Leaders have incentives to lieSALILSPLITCHECKIf leaders revealed their programs, they would be more likely to be attackedSALILSPLITCHECKLeaders will not always grant foreign monitors access to their nuclear programsSALILSPLITCHECKALL of the above (correct)",D,1.0,D,1.0,D,1.0,D,1.0, A,0.0,D,1.0,D,1.0, D,1.0, B,0.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,0.2537081317024625,Medium
84,id75,Growing tension between the United States and the Soviet Union resulted in a policy that John Foster Dulles referred to as,"""mutual assured destruction.""SALILSPLITCHECK""brinkmanship."" (correct)SALILSPLITCHECK""realism.""SALILSPLITCHECK""not in my backyard.""",B,1.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0,B,1.0, B,1.0, C,0.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, C,0.0, B,1.0, B,1.0, B,1.0,B,1.0,0.2537081317024625,Medium
25,id19,Who was the first American president to visit communist China?,Richard Nixon (correct)SALILSPLITCHECKGeorge H. W. BushSALILSPLITCHECKJimmy CarterSALILSPLITCHECKRonald Reagan,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0,A,1.0,A,1.0, C,0.0, A,1.0, A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, A,1.0, A,1.0,A,1.0, C,0.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, A,1.0, A,1.0, A,1.0,A,1.0,0.2537081317024625,Medium
19,id13,What is meant by a grand strategy of 'primacy'?,Assurance of US parity with other powersSALILSPLITCHECKStriving for American dominance in the international system (correct)SALILSPLITCHECKPutting America's interests firstSALILSPLITCHECKPromotion of America as the world's first democracy,B,1.0,B,1.0,B,1.0,B,1.0, C,0.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, A,0.0, B,1.0, B,1.0, B,1.0,B,1.0,0.2537081317024625,Medium
98,id88,What did Paul Kennedy argue in his book The Rise and Fall of the Great Powers?,All of the world's leading economies were declining due to low growth and inflationSALILSPLITCHECKThe United States could no longer remain a superpower and was in decline (correct)SALILSPLITCHECKThe soft power of the United States would allow it to avoid declineSALILSPLITCHECKThe rise of Japan had been exaggerated,B,1.0,B,1.0,B,1.0,B,1.0, D,0.0,B,1.0,B,1.0, B,1.0, A,0.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0,0.2537081317024625,Medium
32,id26,How did the Cold War context shape US perceptions of the Third World?,The US ignored the Third WorldSALILSPLITCHECKLocal developments were viewed through a geopolitical lens (correct)SALILSPLITCHECKThe US unreservedly supported decolonizationSALILSPLITCHECKNone of the above,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0,B,1.0, B,1.0, C,0.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, A,0.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0,0.2537081317024625,Medium
6,id105,Which of the following points supports the argument for American unilateralism?,Benevolent hegemonySALILSPLITCHECKIneffectiveness of multilateralismSALILSPLITCHECKAmerican powerSALILSPLITCHECKAll of the above (correct),D,1.0,D,1.0,D,1.0,D,1.0, C,0.0,D,1.0,D,1.0, D,1.0, C,0.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,0.2537081317024625,Medium
108,id97,The government body formed to coordinate American foreign and military policy is known as,the National Security Council. (correct)SALILSPLITCHECKthe Pentagon.SALILSPLITCHECKthe Defense Policy Institute.SALILSPLITCHECKthe Joint Chiefs of Staff.,A,1.0,A,1.0,A,1.0,A,1.0, D,0.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, A,1.0, A,1.0,A,1.0, B,0.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, A,1.0, A,1.0, A,1.0,A,1.0,0.2537081317024625,Medium
66,id59,Which of the following are possible constraints on US foreign policy decision making?,Foreign policies of other statesSALILSPLITCHECKInternational lawSALILSPLITCHECKIntergovernmental organizationsSALILSPLITCHECKAll of the above (correct),D,1.0,D,1.0,D,1.0,D,1.0, B,0.0,D,1.0,D,1.0, D,1.0, A,0.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,0.2537081317024625,Medium
94,id84,Why do contemporary European liberal democrats tend to object to the influence of exceptionalism on American foreign policy?,They see it as a challenge to European global influenceSALILSPLITCHECKThey see it as an ideological façade for US imperialism (correct)SALILSPLITCHECKThey see it as a temporary phenomenonSALILSPLITCHECKNone of the above,B,1.0,B,1.0,B,1.0,B,1.0, A,0.0,B,1.0,B,1.0, B,1.0, D,0.0, B,1.0,A,0.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0,0.30512857662936443,Low
105,id94,What was the Marshall plan?,A plan designed to aid the economy recovery of EuropeSALILSPLITCHECKAn attempt to diminish the potential attraction of the Soviet system to EuropeansSALILSPLITCHECKAn aid programme that embedded US influence in EuropeSALILSPLITCHECKAll of the above (correct),A,0.0,D,1.0,D,1.0,D,1.0, B,0.0,D,1.0,D,1.0, D,1.0, A,0.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,0.30512857662936443,Low
49,id43,What was the key difference between US expansion pre- and post- 1865?,US expansion was based on territory rather than markets post-1865SALILSPLITCHECKUS expansion was based on markets rather than territory post-1865 (correct)SALILSPLITCHECKUS expansion was limited to Latin America post-1865SALILSPLITCHECKUS expansion ended after 1865,A,0.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0,B,1.0, B,1.0, C,0.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, A,0.0, B,1.0,B,1.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0,0.3051285766293645,Low
95,id85,In what sense might exceptionalism link isolationist and internationalist strategies?,Both encourage world governmentSALILSPLITCHECKBoth focus on the decline of the American powerSALILSPLITCHECKIt doesn't - the two are fundamentally opposedSALILSPLITCHECKBoth can be viewed as different means of achieving the same liberal ends (correct),D,1.0,D,1.0,D,1.0,D,1.0, A,0.0,D,1.0,D,1.0, D,1.0, A,0.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, A,0.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,0.30512857662936455,Low
38,id32,What were the 'open-door notes'?,"An American declaration that the US was always open to Chinese immigrationSALILSPLITCHECKAn American proclamation that China should be divided up between the US, Japan and the European empiresSALILSPLITCHECKAn American proclamation that China should be open to US trade and missionaries (correct)SALILSPLITCHECKAn American declaration of support for Chinese economic protectionism",C,1.0,C,1.0,C,1.0,C,1.0, A,0.0,C,1.0,C,1.0, C,1.0, B,0.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0,0.30512857662936455,Low
34,id28,"What, according to Systemic theories, is the primary determinant of a state's foreign policy?",The character of a state's leaderSALILSPLITCHECKThe distribution of power in the international system (correct)SALILSPLITCHECKThe distribution of power within a state's governmental systemSALILSPLITCHECKA state's political ideology,B,1.0,B,1.0,B,1.0,B,1.0, A,0.0,B,1.0,B,1.0, B,1.0, A,0.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, C,0.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0,0.30512857662936455,Low
40,id34,Why did George H.W. Bush allow Saddam Hussein to remain in power after the Gulf War of 1991?,Lack of US firepowerSALILSPLITCHECKConcern over oil suppliesSALILSPLITCHECKLimited UN mandate and fear of a protracted conflict (correct)SALILSPLITCHECKDifficult terrain and fear of civilian casualties,C,1.0,C,1.0,C,1.0,C,1.0, D,0.0,C,1.0,C,1.0, C,1.0, B,0.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0,0.30512857662936455,Low
106,id95,What accounted for the US avoidance of catastrophe at the hands of the British in 1814?,Naval victoriesSALILSPLITCHECKDiplomacySALILSPLITCHECKBritish preoccupation with EuropeSALILSPLITCHECKAll of the above (correct),D,1.0,D,1.0,D,1.0,D,1.0, C,0.0,D,1.0,D,1.0, D,1.0, A,0.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, D,1.0,D,1.0,C,0.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0,0.3051285766293646,Low
75,id67,What was the Marshall Plan?,A plan that provided economic assistance to rebuild Europe. (correct)SALILSPLITCHECKA plan to provide aid to Greece and Turkey in their stand against Soviet and Soviet-assisted threatsSALILSPLITCHECKA plan that provided Europe with military assistance to counter the Soviet threatSALILSPLITCHECKThe plan designed to stop communism in Asia,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0,A,1.0,A,1.0, A,1.0, B,0.0, A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, A,1.0, A,1.0,A,1.0, B,0.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, B,0.0, A,1.0, A,1.0, A,1.0,A,1.0,0.30512857662936466,Low
57,id50,What was the Clinton Administration's policy on the Russian economy?,"The US inhibited the marketization of the Russian economySALILSPLITCHECKThe US promoted the marketization of the Russian economy (correct)SALILSPLITCHECKThe US supported public ownership of natural resourcesSALILSPLITCHECKNone, the US was only concerned with security issues",B,1.0,B,1.0,B,1.0,B,1.0, B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, A,0.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, A,0.0, D,0.0, B,1.0, B,1.0, B,1.0,B,1.0,0.30512857662936466,Low
18,id12,What is the core reason why the US is viewed as exceptional?,"Because it is a great power but uses that power sparinglySALILSPLITCHECKBecause of its intensely liberal character, which is rooted in a sense of its special mission (correct)SALILSPLITCHECKBecause of its exclusive concentration on issues of power and securitySALILSPLITCHECKBecause of its despotic character, which is rooted in a sense of its special mission",B,1.0,B,1.0,B,1.0,B,1.0, C,0.0,B,1.0,B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, A,0.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, A,0.0, B,1.0, B,1.0, B,1.0,B,1.0,0.30512857662936466,Low
9,id108,What was the 'Domino Theory'?,The idea that the Cold War operated according to the principles of game theorySALILSPLITCHECKThe idea that certain states were of higher value than others to the US during the Cold WarSALILSPLITCHECKThe idea that the fall of one state to communism would inexorably lead to the fall of its neighbors (correct)SALILSPLITCHECKThe idea that the growth of democracy in one state would inexorably lead to its growth in others,C,1.0,C,1.0,C,1.0,C,1.0, A,0.0,C,1.0,C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, D,0.0, C,1.0, C,1.0, C,1.0,C,1.0,0.30512857662936466,Low
101,id90,What is American exceptionalism?,"The belief that the United States is different from other major powers because it is concerned not only with Power, but also with Principles. (correct)SALILSPLITCHECKThe belief that the United States is different because it is the most powerful nation in the world.SALILSPLITCHECKThe belief that the United States is pacifist.SALILSPLITCHECKThe belief that the United States is different because it is motivated more by economic factors than other countries are.",A,1.0,A,1.0,A,1.0,A,1.0, D,0.0,A,1.0,A,1.0, A,1.0, D,0.0, A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, A,1.0, A,1.0,A,1.0, A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, C,0.0, A,1.0, A,1.0, A,1.0,A,1.0,0.30512857662936466,Low
92,id82,What was meant by the term 'Rogue States'?,States aligned with the USSR during the Cold WarSALILSPLITCHECKStates outside of the 'family of nations' (correct)SALILSPLITCHECKCommunist StatesSALILSPLITCHECKThe former Soviet states,B,1.0,B,1.0,B,1.0,B,1.0, C,0.0,B,1.0,B,1.0, B,1.0, A,0.0, B,1.0,B,1.0, B,1.0, B,1.0, B,1.0, B,1.0, B,1.0,B,1.0, B,1.0,B,1.0,B,1.0,B,1.0,B,1.0,B,1.0, B,1.0, B,1.0, C,0.0, B,1.0, B,1.0, B,1.0,B,1.0,0.30512857662936466,Low
30,id24,How did World War I shift economic power from Europe to the United States?,"The war reduced European population levels below that of the United StatesSALILSPLITCHECKThe United States seized German resources after the warSALILSPLITCHECKEuropean countries paid the United States for assistanceSALILSPLITCHECKThe United States became a creditor country and financial centre, with European war spending boosting the US economy (correct)",D,1.0,D,1.0,D,1.0,D,1.0, B,0.0,D,1.0,D,1.0, D,1.0, A,0.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, D,1.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, B,0.0, D,1.0, D,1.0, D,1.0,D,1.0,0.30512857662936466,Low
99,id89,The Joint Chiefs of Staff is made up of,"the critical domestic and foreign policy advisers to the president.SALILSPLITCHECKforeign policy advisers who meet with the president daily.SALILSPLITCHECKthe commanding officers of each branch of the armed services, along with a chairperson and vice chairperson. (correct)SALILSPLITCHECKthe highest-ranking generals in the U.S. Army.",C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0,C,1.0, C,1.0, A,0.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, B,0.0, C,1.0, C,1.0, C,1.0,C,1.0,0.34574590364176044,Low
4,id103,How do Ideational approaches to US foreign policy during the Cold War differ from Realist accounts of the same period?,They place greater emphasis on economic factorsSALILSPLITCHECKThey place greater emphasis on material interests and powerSALILSPLITCHECKThey place greater emphasis on ideology and beliefs (correct)SALILSPLITCHECKThey place greater emphasis on geopolitics,C,1.0,C,1.0,C,1.0,C,1.0, B,0.0,C,1.0,C,1.0, C,1.0, B,0.0, C,1.0,C,1.0, C,1.0, C,1.0, C,1.0, C,1.0, C,1.0,C,1.0, B,0.0,C,1.0,C,1.0,C,1.0,C,1.0,C,1.0, C,1.0, C,1.0, D,0.0, C,1.0, C,1.0, C,1.0,C,1.0,0.34574590364176044,Low
74,id66,What caused a public uproar involving the National Security Agency in 2005?,"Revelations that the NSA was monitoring the communications of American citizens without obtaining warrants (correct)SALILSPLITCHECKA leaked memo that linked the events of September 11, 2001, with the Democratic National CommitteeSALILSPLITCHECKRevelations that the NSA had tortured prisoners at Guantanamo, CubaSALILSPLITCHECKA scathing report condemning the George W. Bush administration for ""building a case for the war in Iraq on a quicksand foundation""",A,1.0,A,1.0,A,1.0,A,1.0, D,0.0,A,1.0,A,1.0, A,1.0, D,0.0, A,1.0,A,1.0, A,1.0, A,1.0, A,1.0, A,1.0, A,1.0,A,1.0, B,0.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, B,0.0, A,1.0, A,1.0, A,1.0,A,1.0,0.34574590364176044,Low
80,id71,The best known and perhaps most important international organization is,the United Nations. (correct)SALILSPLITCHECKthe North Atlantic Treaty Organization (NATO).SALILSPLITCHECKthe Organization of Petroleum Exporting Countries (OPEC).SALILSPLITCHECKthe World Trade Organization (WTO).,A,1.0,A,1.0,A,1.0,A,1.0, B,0.0,A,1.0,A,1.0, A,1.0, A,1.0, A,1.0,A,1.0, D,0.0, A,1.0, A,1.0, A,1.0, A,1.0,A,1.0, B,0.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0, A,1.0, A,1.0, B,0.0, A,1.0, A,1.0, A,1.0,A,1.0,0.34574590364176044,Low
58,id51,How many major powers are there in a multipolar system?,0SALILSPLITCHECK1SALILSPLITCHECK2SALILSPLITCHECK3 or more (correct),D,1.0,D,1.0,D,1.0,D,1.0, A,0.0,D,1.0,D,1.0, D,1.0, B,0.0, D,1.0,D,1.0, D,1.0, D,1.0, D,1.0, D,1.0, D,1.0,D,1.0, C,0.0,D,1.0,D,1.0,D,1.0,D,1.0,D,1.0, D,1.0, D,1.0, B,0.0, D,1.0, D,1.0, D,1.0,D,1.0,0.34574590364176044,Low
