,instance_id,input.text,predicted_text_0,stats.exact_match_0,num_words_0,predicted_text_1,stats.exact_match_1,num_words_1,predicted_text_2,stats.exact_match_2,num_words_2,predicted_text_3,stats.exact_match_3,num_words_3,predicted_text_4,stats.exact_match_4,num_words_4,predicted_text_5,stats.exact_match_5,num_words_5,predicted_text_6,stats.exact_match_6,num_words_6,predicted_text_7,stats.exact_match_7,num_words_7,predicted_text_8,stats.exact_match_8,num_words_8,predicted_text_9,stats.exact_match_9,num_words_9,predicted_text_10,stats.exact_match_10,num_words_10,predicted_text_11,stats.exact_match_11,num_words_11,predicted_text_12,stats.exact_match_12,num_words_12,predicted_text_13,stats.exact_match_13,num_words_13,predicted_text_14,stats.exact_match_14,num_words_14,predicted_text_15,stats.exact_match_15,num_words_15,predicted_text_16,stats.exact_match_16,num_words_16,predicted_text_17,stats.exact_match_17,num_words_17,predicted_text_18,stats.exact_match_18,num_words_18,predicted_text_19,stats.exact_match_19,num_words_19,predicted_text_20,stats.exact_match_20,num_words_20,predicted_text_21,stats.exact_match_21,num_words_21,predicted_text_22,stats.exact_match_22,num_words_22,predicted_text_23,stats.exact_match_23,num_words_23,predicted_text_24,stats.exact_match_24,num_words_24,predicted_text_25,stats.exact_match_25,num_words_25,predicted_text_26,stats.exact_match_26,num_words_26,predicted_text_27,stats.exact_match_27,num_words_27,predicted_text_28,stats.exact_match_28,num_words_28,predicted_text_29,stats.exact_match_29,num_words_29,std,agreement_level
39,id33,"International trade will almost always benefit both countries, so why do countries try to protect their own firms from exposure to the world market?",B,1.0,25,B,1.0,25,B,1.0,25,B,1.0,25, A,0.0,25,B,1.0,25,B,1.0,25, B,1.0,25, D,0.0,25, B,1.0,25,B,1.0,25, B,1.0,25, B,1.0,25, B,1.0,25, B,1.0,25, B,1.0,25,B,1.0,25, B,1.0,25,B,1.0,25,B,1.0,25,B,1.0,25,B,1.0,25,B,1.0,25, B,1.0,25, B,1.0,25, B,1.0,25, B,1.0,25, B,1.0,25, B,1.0,25,B,1.0,25,0.2537081317024625,High
35,id29,Why is there so much uncertainty over which states have nuclear weapons?,D,1.0,13,D,1.0,13,D,1.0,13,D,1.0,13, A,0.0,13,D,1.0,13,D,1.0,13, D,1.0,13, B,0.0,13, D,1.0,13,D,1.0,13, D,1.0,13, D,1.0,13, D,1.0,13, D,1.0,13, D,1.0,13,D,1.0,13, D,1.0,13,D,1.0,13,D,1.0,13,D,1.0,13,D,1.0,13,D,1.0,13, D,1.0,13, D,1.0,13, D,1.0,13, D,1.0,13, D,1.0,13, D,1.0,13,D,1.0,13,0.2537081317024625,High
84,id75,Growing tension between the United States and the Soviet Union resulted in a policy that John Foster Dulles referred to as,B,1.0,22,B,1.0,22,B,1.0,22,B,1.0,22, B,1.0,22,B,1.0,22,B,1.0,22, B,1.0,22, C,0.0,22, B,1.0,22,B,1.0,22, B,1.0,22, B,1.0,22, B,1.0,22, B,1.0,22, B,1.0,22,B,1.0,22, B,1.0,22,B,1.0,22,B,1.0,22,B,1.0,22,B,1.0,22,B,1.0,22, B,1.0,22, B,1.0,22, C,0.0,22, B,1.0,22, B,1.0,22, B,1.0,22,B,1.0,22,0.2537081317024625,High
25,id19,Who was the first American president to visit communist China?,A,1.0,11,A,1.0,11,A,1.0,11,A,1.0,11, A,1.0,11,A,1.0,11,A,1.0,11, C,0.0,11, A,1.0,11, A,1.0,11,A,1.0,11, A,1.0,11, A,1.0,11, A,1.0,11, A,1.0,11, A,1.0,11,A,1.0,11, C,0.0,11,A,1.0,11,A,1.0,11,A,1.0,11,A,1.0,11,A,1.0,11, A,1.0,11, A,1.0,11, A,1.0,11, A,1.0,11, A,1.0,11, A,1.0,11,A,1.0,11,0.2537081317024625,High
19,id13,What is meant by a grand strategy of 'primacy'?,B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10, C,0.0,10,B,1.0,10,B,1.0,10, B,1.0,10, B,1.0,10, B,1.0,10,B,1.0,10, B,1.0,10, B,1.0,10, B,1.0,10, B,1.0,10, B,1.0,10,B,1.0,10, B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10,B,1.0,10, B,1.0,10, B,1.0,10, A,0.0,10, B,1.0,10, B,1.0,10, B,1.0,10,B,1.0,10,0.2537081317024625,High
98,id88,What did Paul Kennedy argue in his book The Rise and Fall of the Great Powers?,B,1.0,17,B,1.0,17,B,1.0,17,B,1.0,17, D,0.0,17,B,1.0,17,B,1.0,17, B,1.0,17, A,0.0,17, B,1.0,17,B,1.0,17, B,1.0,17, B,1.0,17, B,1.0,17, B,1.0,17, B,1.0,17,B,1.0,17, B,1.0,17,B,1.0,17,B,1.0,17,B,1.0,17,B,1.0,17,B,1.0,17, B,1.0,17, B,1.0,17, B,1.0,17, B,1.0,17, B,1.0,17, B,1.0,17,B,1.0,17,0.2537081317024625,High
32,id26,How did the Cold War context shape US perceptions of the Third World?,B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14, B,1.0,14,B,1.0,14,B,1.0,14, B,1.0,14, C,0.0,14, B,1.0,14,B,1.0,14, B,1.0,14, B,1.0,14, B,1.0,14, B,1.0,14, B,1.0,14,B,1.0,14, A,0.0,14,B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14,B,1.0,14, B,1.0,14, B,1.0,14, B,1.0,14, B,1.0,14, B,1.0,14, B,1.0,14,B,1.0,14,0.2537081317024625,High
6,id105,Which of the following points supports the argument for American unilateralism?,D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12, C,0.0,12,D,1.0,12,D,1.0,12, D,1.0,12, C,0.0,12, D,1.0,12,D,1.0,12, D,1.0,12, D,1.0,12, D,1.0,12, D,1.0,12, D,1.0,12,D,1.0,12, D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12,D,1.0,12, D,1.0,12, D,1.0,12, D,1.0,12, D,1.0,12, D,1.0,12, D,1.0,12,D,1.0,12,0.2537081317024625,High
108,id97,The government body formed to coordinate American foreign and military policy is known as,A,1.0,15,A,1.0,15,A,1.0,15,A,1.0,15, D,0.0,15,A,1.0,15,A,1.0,15, A,1.0,15, A,1.0,15, A,1.0,15,A,1.0,15, A,1.0,15, A,1.0,15, A,1.0,15, A,1.0,15, A,1.0,15,A,1.0,15, B,0.0,15,A,1.0,15,A,1.0,15,A,1.0,15,A,1.0,15,A,1.0,15, A,1.0,15, A,1.0,15, A,1.0,15, A,1.0,15, A,1.0,15, A,1.0,15,A,1.0,15,0.2537081317024625,High
66,id59,Which of the following are possible constraints on US foreign policy decision making?,D,1.0,14,D,1.0,14,D,1.0,14,D,1.0,14, B,0.0,14,D,1.0,14,D,1.0,14, D,1.0,14, A,0.0,14, D,1.0,14,D,1.0,14, D,1.0,14, D,1.0,14, D,1.0,14, D,1.0,14, D,1.0,14,D,1.0,14, D,1.0,14,D,1.0,14,D,1.0,14,D,1.0,14,D,1.0,14,D,1.0,14, D,1.0,14, D,1.0,14, D,1.0,14, D,1.0,14, D,1.0,14, D,1.0,14,D,1.0,14,0.2537081317024625,High
94,id84,Why do contemporary European liberal democrats tend to object to the influence of exceptionalism on American foreign policy?,B,1.0,19,B,1.0,19,B,1.0,19,B,1.0,19, A,0.0,19,B,1.0,19,B,1.0,19, B,1.0,19, D,0.0,19, B,1.0,19,A,0.0,19, B,1.0,19, B,1.0,19, B,1.0,19, B,1.0,19, B,1.0,19,B,1.0,19, B,1.0,19,B,1.0,19,B,1.0,19,B,1.0,19,B,1.0,19,B,1.0,19, B,1.0,19, B,1.0,19, B,1.0,19, B,1.0,19, B,1.0,19, B,1.0,19,B,1.0,19,0.30512857662936443,High
105,id94,What was the Marshall plan?,A,0.0,6,D,1.0,6,D,1.0,6,D,1.0,6, B,0.0,6,D,1.0,6,D,1.0,6, D,1.0,6, A,0.0,6, D,1.0,6,D,1.0,6, D,1.0,6, D,1.0,6, D,1.0,6, D,1.0,6, D,1.0,6,D,1.0,6, D,1.0,6,D,1.0,6,D,1.0,6,D,1.0,6,D,1.0,6,D,1.0,6, D,1.0,6, D,1.0,6, D,1.0,6, D,1.0,6, D,1.0,6, D,1.0,6,D,1.0,6,0.30512857662936443,High
49,id43,What was the key difference between US expansion pre- and post- 1865?,A,0.0,13,B,1.0,13,B,1.0,13,B,1.0,13, B,1.0,13,B,1.0,13,B,1.0,13, B,1.0,13, C,0.0,13, B,1.0,13,B,1.0,13, B,1.0,13, B,1.0,13, B,1.0,13, A,0.0,13, B,1.0,13,B,1.0,13, B,1.0,13,B,1.0,13,B,1.0,13,B,1.0,13,B,1.0,13,B,1.0,13, B,1.0,13, B,1.0,13, B,1.0,13, B,1.0,13, B,1.0,13, B,1.0,13,B,1.0,13,0.3051285766293645,High
95,id85,In what sense might exceptionalism link isolationist and internationalist strategies?,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11, A,0.0,11,D,1.0,11,D,1.0,11, D,1.0,11, A,0.0,11, D,1.0,11,D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11,D,1.0,11, A,0.0,11,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11,D,1.0,11,0.30512857662936455,High
38,id32,What were the 'open-door notes'?,C,1.0,6,C,1.0,6,C,1.0,6,C,1.0,6, A,0.0,6,C,1.0,6,C,1.0,6, C,1.0,6, B,0.0,6, C,1.0,6,C,1.0,6, C,1.0,6, C,1.0,6, C,1.0,6, C,1.0,6, C,1.0,6,C,1.0,6, B,0.0,6,C,1.0,6,C,1.0,6,C,1.0,6,C,1.0,6,C,1.0,6, C,1.0,6, C,1.0,6, C,1.0,6, C,1.0,6, C,1.0,6, C,1.0,6,C,1.0,6,0.30512857662936455,High
34,id28,"What, according to Systemic theories, is the primary determinant of a state's foreign policy?",B,1.0,15,B,1.0,15,B,1.0,15,B,1.0,15, A,0.0,15,B,1.0,15,B,1.0,15, B,1.0,15, A,0.0,15, B,1.0,15,B,1.0,15, B,1.0,15, B,1.0,15, B,1.0,15, B,1.0,15, B,1.0,15,B,1.0,15, C,0.0,15,B,1.0,15,B,1.0,15,B,1.0,15,B,1.0,15,B,1.0,15, B,1.0,15, B,1.0,15, B,1.0,15, B,1.0,15, B,1.0,15, B,1.0,15,B,1.0,15,0.30512857662936455,High
40,id34,Why did George H.W. Bush allow Saddam Hussein to remain in power after the Gulf War of 1991?,C,1.0,19,C,1.0,19,C,1.0,19,C,1.0,19, D,0.0,19,C,1.0,19,C,1.0,19, C,1.0,19, B,0.0,19, C,1.0,19,C,1.0,19, C,1.0,19, C,1.0,19, C,1.0,19, C,1.0,19, C,1.0,19,C,1.0,19, B,0.0,19,C,1.0,19,C,1.0,19,C,1.0,19,C,1.0,19,C,1.0,19, C,1.0,19, C,1.0,19, C,1.0,19, C,1.0,19, C,1.0,19, C,1.0,19,C,1.0,19,0.30512857662936455,High
106,id95,What accounted for the US avoidance of catastrophe at the hands of the British in 1814?,D,1.0,17,D,1.0,17,D,1.0,17,D,1.0,17, C,0.0,17,D,1.0,17,D,1.0,17, D,1.0,17, A,0.0,17, D,1.0,17,D,1.0,17, D,1.0,17, D,1.0,17, D,1.0,17, D,1.0,17, D,1.0,17,D,1.0,17, D,1.0,17,D,1.0,17,C,0.0,17,D,1.0,17,D,1.0,17,D,1.0,17, D,1.0,17, D,1.0,17, D,1.0,17, D,1.0,17, D,1.0,17, D,1.0,17,D,1.0,17,0.3051285766293646,High
75,id67,What was the Marshall Plan?,A,1.0,6,A,1.0,6,A,1.0,6,A,1.0,6, A,1.0,6,A,1.0,6,A,1.0,6, A,1.0,6, B,0.0,6, A,1.0,6,A,1.0,6, A,1.0,6, A,1.0,6, A,1.0,6, A,1.0,6, A,1.0,6,A,1.0,6, B,0.0,6,A,1.0,6,A,1.0,6,A,1.0,6,A,1.0,6,A,1.0,6, A,1.0,6, A,1.0,6, B,0.0,6, A,1.0,6, A,1.0,6, A,1.0,6,A,1.0,6,0.30512857662936466,High
57,id50,What was the Clinton Administration's policy on the Russian economy?,B,1.0,11,B,1.0,11,B,1.0,11,B,1.0,11, B,1.0,11,B,1.0,11,B,1.0,11, B,1.0,11, B,1.0,11, B,1.0,11,B,1.0,11, B,1.0,11, B,1.0,11, B,1.0,11, B,1.0,11, B,1.0,11,B,1.0,11, A,0.0,11,B,1.0,11,B,1.0,11,B,1.0,11,B,1.0,11,B,1.0,11, B,1.0,11, A,0.0,11, D,0.0,11, B,1.0,11, B,1.0,11, B,1.0,11,B,1.0,11,0.30512857662936466,High
18,id12,What is the core reason why the US is viewed as exceptional?,B,1.0,13,B,1.0,13,B,1.0,13,B,1.0,13, C,0.0,13,B,1.0,13,B,1.0,13, B,1.0,13, B,1.0,13, B,1.0,13,B,1.0,13, B,1.0,13, B,1.0,13, B,1.0,13, B,1.0,13, B,1.0,13,B,1.0,13, A,0.0,13,B,1.0,13,B,1.0,13,B,1.0,13,B,1.0,13,B,1.0,13, B,1.0,13, B,1.0,13, A,0.0,13, B,1.0,13, B,1.0,13, B,1.0,13,B,1.0,13,0.30512857662936466,High
9,id108,What was the 'Domino Theory'?,C,1.0,6,C,1.0,6,C,1.0,6,C,1.0,6, A,0.0,6,C,1.0,6,C,1.0,6, C,1.0,6, C,1.0,6, C,1.0,6,C,1.0,6, C,1.0,6, C,1.0,6, C,1.0,6, C,1.0,6, C,1.0,6,C,1.0,6, B,0.0,6,C,1.0,6,C,1.0,6,C,1.0,6,C,1.0,6,C,1.0,6, C,1.0,6, C,1.0,6, D,0.0,6, C,1.0,6, C,1.0,6, C,1.0,6,C,1.0,6,0.30512857662936466,High
101,id90,What is American exceptionalism?,A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5, D,0.0,5,A,1.0,5,A,1.0,5, A,1.0,5, D,0.0,5, A,1.0,5,A,1.0,5, A,1.0,5, A,1.0,5, A,1.0,5, A,1.0,5, A,1.0,5,A,1.0,5, A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5,A,1.0,5, A,1.0,5, A,1.0,5, C,0.0,5, A,1.0,5, A,1.0,5, A,1.0,5,A,1.0,5,0.30512857662936466,High
92,id82,What was meant by the term 'Rogue States'?,B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9, C,0.0,9,B,1.0,9,B,1.0,9, B,1.0,9, A,0.0,9, B,1.0,9,B,1.0,9, B,1.0,9, B,1.0,9, B,1.0,9, B,1.0,9, B,1.0,9,B,1.0,9, B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9,B,1.0,9, B,1.0,9, B,1.0,9, C,0.0,9, B,1.0,9, B,1.0,9, B,1.0,9,B,1.0,9,0.30512857662936466,High
30,id24,How did World War I shift economic power from Europe to the United States?,D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15, B,0.0,15,D,1.0,15,D,1.0,15, D,1.0,15, A,0.0,15, D,1.0,15,D,1.0,15, D,1.0,15, D,1.0,15, D,1.0,15, D,1.0,15, D,1.0,15,D,1.0,15, D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15,D,1.0,15, D,1.0,15, D,1.0,15, B,0.0,15, D,1.0,15, D,1.0,15, D,1.0,15,D,1.0,15,0.30512857662936466,High
99,id89,The Joint Chiefs of Staff is made up of,C,1.0,10,C,1.0,10,C,1.0,10,C,1.0,10, B,0.0,10,C,1.0,10,C,1.0,10, C,1.0,10, A,0.0,10, C,1.0,10,C,1.0,10, C,1.0,10, C,1.0,10, C,1.0,10, C,1.0,10, C,1.0,10,C,1.0,10, B,0.0,10,C,1.0,10,C,1.0,10,C,1.0,10,C,1.0,10,C,1.0,10, C,1.0,10, C,1.0,10, B,0.0,10, C,1.0,10, C,1.0,10, C,1.0,10,C,1.0,10,0.34574590364176044,High
4,id103,How do Ideational approaches to US foreign policy during the Cold War differ from Realist accounts of the same period?,C,1.0,21,C,1.0,21,C,1.0,21,C,1.0,21, B,0.0,21,C,1.0,21,C,1.0,21, C,1.0,21, B,0.0,21, C,1.0,21,C,1.0,21, C,1.0,21, C,1.0,21, C,1.0,21, C,1.0,21, C,1.0,21,C,1.0,21, B,0.0,21,C,1.0,21,C,1.0,21,C,1.0,21,C,1.0,21,C,1.0,21, C,1.0,21, C,1.0,21, D,0.0,21, C,1.0,21, C,1.0,21, C,1.0,21,C,1.0,21,0.34574590364176044,High
74,id66,What caused a public uproar involving the National Security Agency in 2005?,A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13, D,0.0,13,A,1.0,13,A,1.0,13, A,1.0,13, D,0.0,13, A,1.0,13,A,1.0,13, A,1.0,13, A,1.0,13, A,1.0,13, A,1.0,13, A,1.0,13,A,1.0,13, B,0.0,13,A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13,A,1.0,13, A,1.0,13, A,1.0,13, B,0.0,13, A,1.0,13, A,1.0,13, A,1.0,13,A,1.0,13,0.34574590364176044,High
80,id71,The best known and perhaps most important international organization is,A,1.0,11,A,1.0,11,A,1.0,11,A,1.0,11, B,0.0,11,A,1.0,11,A,1.0,11, A,1.0,11, A,1.0,11, A,1.0,11,A,1.0,11, D,0.0,11, A,1.0,11, A,1.0,11, A,1.0,11, A,1.0,11,A,1.0,11, B,0.0,11,A,1.0,11,A,1.0,11,A,1.0,11,A,1.0,11,A,1.0,11, A,1.0,11, A,1.0,11, B,0.0,11, A,1.0,11, A,1.0,11, A,1.0,11,A,1.0,11,0.34574590364176044,High
58,id51,How many major powers are there in a multipolar system?,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11, A,0.0,11,D,1.0,11,D,1.0,11, D,1.0,11, B,0.0,11, D,1.0,11,D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11, D,1.0,11,D,1.0,11, C,0.0,11,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11,D,1.0,11, D,1.0,11, D,1.0,11, B,0.0,11, D,1.0,11, D,1.0,11, D,1.0,11,D,1.0,11,0.34574590364176044,High
103,id92,The cooperative international organization of 185 countries designed to stabilize the exchange of currencies and the world economy is,D,1.0,20,D,1.0,20,D,1.0,20,D,1.0,20, A,0.0,20,D,1.0,20,D,1.0,20, D,1.0,20, B,0.0,20, D,1.0,20,D,1.0,20, D,1.0,20, D,1.0,20, D,1.0,20, D,1.0,20, D,1.0,20,D,1.0,20, B,0.0,20,D,1.0,20,D,1.0,20,D,1.0,20,D,1.0,20,D,1.0,20, D,1.0,20, D,1.0,20, A,0.0,20, D,1.0,20, D,1.0,20, D,1.0,20,D,1.0,20,0.34574590364176044,High
86,id77,What is the implication of American exceptionalism in terms of global economics?,C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13, A,0.0,13,C,1.0,13,C,1.0,13, C,1.0,13, A,0.0,13, C,1.0,13,C,1.0,13, C,1.0,13, C,1.0,13, C,1.0,13, C,1.0,13, C,1.0,13,C,1.0,13, B,0.0,13,C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13,C,1.0,13, C,1.0,13, C,1.0,13, A,0.0,13, C,1.0,13, C,1.0,13, C,1.0,13,C,1.0,13,0.34574590364176044,High
59,id52,Why did Americans believe that they could found a different kind of empire after 1776?,A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16, A,1.0,16,A,1.0,16,A,1.0,16, A,1.0,16, C,0.0,16, C,0.0,16,A,1.0,16, A,1.0,16, A,1.0,16, A,1.0,16, A,1.0,16, A,1.0,16,A,1.0,16, B,0.0,16,A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16,A,1.0,16, A,1.0,16, A,1.0,16, B,0.0,16, A,1.0,16, A,1.0,16, A,1.0,16,A,1.0,16,0.34574590364176044,High
68,id60,"Détente, or the relaxing of tensions coupled with firm guarantees of mutual security, represented a shift in American foreign policy toward the communist world ushered in by",A,1.0,28,A,1.0,28,A,1.0,28,A,1.0,28, A,1.0,28,A,1.0,28,A,1.0,28, A,1.0,28, D,0.0,28, C,0.0,28,A,1.0,28, A,1.0,28, A,1.0,28, A,1.0,28, A,1.0,28, A,1.0,28,A,1.0,28, B,0.0,28,A,1.0,28,A,1.0,28,A,1.0,28,A,1.0,28,A,1.0,28, A,1.0,28, A,1.0,28, D,0.0,28, A,1.0,28, A,1.0,28, A,1.0,28,A,1.0,28,0.34574590364176044,High
